sampno,perid,y,ann_mile,tnc_veh,delivery,county,region,hh_veh,hh_size,hh_emp,charge_work,elec_acc,housing,hh_inc,gender,employ,stu,hh_drv,drive_freq,race
192699,192699.p01,0,5000.0,2,2,19,2,2,2,2,,,1,3.0,2,1.0,3.0,2,1,6.0
192699,192699.p02,1,20000.0,2,2,19,2,2,2,2,,,1,3.0,1,2.0,3.0,2,1,6.0
192694,192694.p01,0,7758.0,2,2,19,2,1,1,1,,,5,1.0,1,2.0,3.0,1,2,
192717,192717.p01,0,10000.0,2,2,56,2,1,1,1,,,3,1.0,2,1.0,3.0,1,1,6.0
192744,192744.p02,0,8000.0,2,2,19,2,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
192744,192744.p01,0,5000.0,2,2,19,2,2,2,2,,1,1,3.0,2,2.0,3.0,2,1,6.0
192749,192749.p01,0,400.0,2,2,19,2,1,1,1,,2,1,1.0,1,2.0,3.0,1,3,6.0
192765,192765.p01,0,15000.0,2,2,36,2,1,1,1,2,3,1,2.0,2,1.0,3.0,1,1,6.0
192762,192762.p01,0,100.0,1,1,3,3,1,4,2,,1,1,2.0,1,1.0,1.0,1,1,6.0
192817,192817.p01,0,8000.0,2,2,7,5,3,2,2,,1,1,4.0,2,2.0,3.0,2,1,6.0
192817,192817.p02,0,8000.0,2,2,7,5,3,2,2,,1,1,4.0,1,2.0,3.0,2,1,6.0
192817,192817.p02,0,5000.0,2,2,7,5,3,2,2,,1,1,4.0,1,2.0,3.0,2,1,6.0
193024,193024.p01,0,2000.0,2,2,57,6,1,1,1,1,10,1,3.0,2,1.0,3.0,1,2,6.0
192833,192833.p01,0,8000.0,2,2,56,2,1,1,1,,,1,5.0,1,1.0,3.0,1,1,6.0
192856,192856.p02,0,4000.0,2,2,9,6,2,2,2,,1,1,3.0,2,2.0,3.0,2,2,6.0
192856,192856.p01,0,9000.0,2,2,9,6,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
192868,192868.p01,1,10000.0,2,2,33,2,2,2,2,,,1,6.0,1,2.0,3.0,2,1,6.0
192868,192868.p02,1,8000.0,2,2,33,2,2,2,2,,,1,6.0,2,1.0,3.0,2,1,6.0
193381,193381.p02,0,10000.0,2,2,19,2,2,2,2,1,1,1,1.0,1,1.0,3.0,2,1,6.0
193381,193381.p01,0,10000.0,2,2,19,2,2,2,2,1,1,1,1.0,2,1.0,3.0,2,1,6.0
192918,192918.p01,0,4000.0,2,2,37,4,1,2,2,,10,1,2.0,1,2.0,3.0,2,2,6.0
192912,192912.p01,0,110.0,1,1,3,3,1,4,2,1,1,1,2.0,1,1.0,3.0,1,1,6.0
192968,192968.p01,0,10000.0,2,2,1,5,1,2,2,1,1,1,4.0,2,1.0,3.0,1,1,3.0
192950,192950.p01,0,1000.0,2,2,36,2,1,2,2,,,1,1.0,2,2.0,3.0,2,2,2.0
192958,192958.p02,0,10000.0,2,2,19,2,2,2,2,,10,1,1.0,1,1.0,3.0,2,1,6.0
192958,192958.p01,0,10000.0,2,2,19,2,2,2,2,,10,1,1.0,2,1.0,3.0,2,1,6.0
192997,192997.p02,0,6000.0,2,2,43,5,2,2,2,,2,1,3.0,2,2.0,3.0,2,1,6.0
192997,192997.p01,0,2000.0,2,2,43,5,2,2,2,,2,1,3.0,1,2.0,3.0,2,1,6.0
193000,193000.p01,0,5529.0,2,2,1,5,2,2,2,,1,1,3.0,2,2.0,3.0,2,1,6.0
193000,193000.p02,0,11000.0,2,2,1,5,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
193017,193017.p01,0,24000.0,2,2,38,5,1,2,2,,10,4,1.0,2,2.0,3.0,2,4,6.0
193020,193020.p01,0,22000.0,1,2,19,2,1,1,1,,10,5,1.0,1,1.0,3.0,1,1,6.0
193046,193046.p01,0,25000.0,2,2,50,1,1,2,2,,4,1,1.0,2,2.0,3.0,1,2,6.0
193048,193048.p01,0,36555.0,1,1,19,2,1,5,3,2,1,1,2.0,1,1.0,3.0,2,1,6.0
193051,193051.p01,0,10000.0,2,2,21,5,2,2,2,1,4,1,6.0,1,1.0,3.0,2,1,6.0
193051,193051.p02,0,7000.0,2,2,21,5,2,2,2,1,4,1,6.0,2,1.0,3.0,2,1,6.0
193057,193057.p01,0,7000.0,2,2,7,5,1,2,2,,1,1,5.0,1,2.0,3.0,2,1,3.0
193075,193075.p01,0,15000.0,2,2,30,2,2,2,2,1,1,2,4.0,2,1.0,3.0,2,1,6.0
193075,193075.p02,0,5000.0,2,2,30,2,2,2,2,1,1,2,4.0,1,2.0,3.0,2,1,6.0
193083,193083.p01,0,7500.0,2,2,30,2,1,5,3,,1,1,2.0,2,2.0,3.0,3,1,6.0
193126,193126.p01,0,1000.0,2,2,19,2,1,1,1,,6,1,,2,1.0,3.0,1,3,6.0
193136,193136.p02,0,100.0,2,2,30,2,2,3,3,,10,5,2.0,2,2.0,3.0,3,3,6.0
193136,193136.p03,0,25000.0,2,2,30,2,2,3,3,,10,5,2.0,2,1.0,3.0,3,1,6.0
193134,193134.p01,0,5000.0,2,2,19,2,1,1,1,2,,6,2.0,2,1.0,3.0,1,1,3.0
193153,193153.p01,0,15000.0,2,2,33,2,2,3,3,,10,1,1.0,2,1.0,3.0,2,1,4.0
193153,193153.p02,0,15000.0,2,2,33,2,2,3,3,,10,1,1.0,2,1.0,1.0,2,1,4.0
193154,193154.p01,0,6000.0,2,2,29,3,1,1,1,,10,3,1.0,2,2.0,3.0,1,2,6.0
193166,193166.p01,0,20000.0,2,2,19,2,1,2,2,,3,1,1.0,1,2.0,3.0,1,1,6.0
193171,193171.p01,0,6000.0,2,2,1,5,2,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
193171,193171.p02,0,12000.0,2,2,1,5,2,2,2,,1,1,2.0,1,1.0,3.0,2,2,6.0
190004,190004.p02,0,1000.0,2,2,19,2,1,5,3,,6,2,1.0,1,1.0,3.0,1,1,6.0
190023,190023.p02,0,22000.0,2,2,43,5,1,4,2,,1,1,3.0,1,1.0,3.0,2,1,3.0
190032,190032.p01,0,10000.0,2,2,37,4,1,1,1,,2,1,2.0,2,2.0,3.0,1,1,6.0
190030,190030.p02,0,12500.0,2,2,36,2,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
190030,190030.p01,0,12000.0,2,2,36,2,2,2,2,,1,1,3.0,2,2.0,3.0,2,1,6.0
190043,190043.p01,0,9000.0,2,2,19,2,1,1,1,2,6,5,3.0,2,1.0,3.0,1,1,6.0
190047,190047.p01,0,1200.0,2,2,23,3,1,1,1,,8,3,1.0,1,2.0,3.0,1,2,6.0
190085,190085.p01,0,2000.0,2,2,37,4,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
190085,190085.p01,0,10000.0,2,2,37,4,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
190082,190082.p01,0,12000.0,2,2,34,6,1,1,1,,10,6,1.0,2,2.0,3.0,1,2,4.0
190084,190084.p01,0,4000.0,2,2,36,2,1,2,2,,1,1,2.0,1,1.0,2.0,2,1,6.0
190088,190088.p01,0,4000.0,2,2,48,5,1,1,1,,4,1,2.0,1,2.0,3.0,1,1,6.0
190089,190089.p01,0,2000.0,2,2,19,2,2,2,2,,1,2,2.0,1,2.0,3.0,2,1,6.0
190089,190089.p02,0,5000.0,2,2,19,2,2,2,2,,1,2,2.0,1,1.0,3.0,2,1,3.0
190090,190090.p01,0,12000.0,2,2,19,2,1,2,2,,2,1,3.0,1,1.0,3.0,2,1,6.0
190134,190134.p01,0,2000.0,2,2,1,5,2,2,2,,1,2,5.0,1,2.0,3.0,2,2,6.0
190134,190134.p02,1,10000.0,2,2,1,5,2,2,2,,1,2,5.0,1,1.0,3.0,2,1,6.0
190138,190138.p01,1,5200.0,2,2,56,2,3,2,2,,,1,6.0,2,2.0,3.0,2,1,
190138,190138.p02,0,500.0,2,2,56,2,3,2,2,,,1,6.0,1,2.0,3.0,2,1,
190138,190138.p02,1,10000.0,2,2,56,2,3,2,2,,,1,6.0,1,2.0,3.0,2,1,
190149,190149.p02,0,5000.0,2,2,31,6,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,6.0
190149,190149.p01,0,9000.0,2,2,31,6,2,2,2,,1,1,2.0,1,2.0,3.0,2,2,6.0
190155,190155.p02,0,6000.0,2,2,19,2,3,2,2,1,2,6,3.0,1,1.0,3.0,2,1,1.0
190155,190155.p02,0,2000.0,2,2,19,2,3,2,2,1,2,6,3.0,1,1.0,3.0,2,1,1.0
190155,190155.p01,0,10000.0,2,2,19,2,3,2,2,1,2,6,3.0,2,1.0,3.0,2,1,1.0
190169,190169.p01,0,18000.0,2,2,43,5,2,4,2,1,1,1,6.0,1,1.0,3.0,2,1,
190169,190169.p02,0,10000.0,2,2,43,5,2,4,2,1,1,1,6.0,2,1.0,3.0,2,1,6.0
190173,190173.p01,0,2750.0,2,2,23,3,2,1,1,,,1,3.0,1,1.0,3.0,1,2,2.0
190173,190173.p01,1,12000.0,2,2,23,3,2,1,1,,,1,3.0,1,1.0,3.0,1,2,2.0
190176,190176.p01,0,20000.0,2,2,37,4,3,2,2,1,1,1,2.0,2,1.0,3.0,2,1,6.0
190176,190176.p02,0,7000.0,2,2,37,4,3,2,2,1,1,1,2.0,1,2.0,3.0,2,2,6.0
190176,190176.p02,0,5000.0,2,2,37,4,3,2,2,1,1,1,2.0,1,2.0,3.0,2,2,6.0
190181,190181.p02,0,8000.0,2,2,30,2,2,3,2,,1,1,6.0,1,1.0,3.0,2,1,3.0
190181,190181.p01,0,12000.0,2,2,30,2,2,3,2,,1,1,6.0,2,1.0,3.0,2,1,6.0
190270,190270.p02,0,15000.0,2,2,19,2,2,3,2,2,1,1,5.0,2,1.0,2.0,2,1,6.0
190270,190270.p01,1,15000.0,2,2,19,2,2,3,2,2,1,1,5.0,1,1.0,3.0,2,1,6.0
190281,190281.p01,0,8000.0,2,2,23,3,2,1,1,,4,1,2.0,1,2.0,3.0,1,1,6.0
190281,190281.p01,0,6000.0,2,2,23,3,2,1,1,,4,1,2.0,1,2.0,3.0,1,1,6.0
190303,190303.p02,0,10000.0,2,2,30,2,2,2,2,,1,1,6.0,2,1.0,3.0,2,1,6.0
190303,190303.p01,0,6500.0,2,2,30,2,2,2,2,,1,1,6.0,1,2.0,3.0,2,1,6.0
190307,190307.p01,0,9000.0,2,2,30,2,2,7,4,1,10,3,1.0,2,1.0,3.0,2,1,1.0
190307,190307.p03,0,10499.0,2,2,30,2,2,7,4,1,10,3,1.0,2,1.0,3.0,2,2,1.0
190308,190308.p02,0,12000.0,2,2,37,4,2,3,2,2,1,1,4.0,2,1.0,3.0,2,1,6.0
190308,190308.p01,0,12000.0,2,2,37,4,2,3,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
190318,190318.p01,0,11000.0,2,2,7,5,1,1,1,2,10,6,3.0,2,1.0,3.0,1,1,6.0
190329,190329.p02,0,24000.0,2,2,19,2,4,4,4,,1,1,5.0,2,1.0,3.0,4,1,6.0
190329,190329.p01,0,10000.0,2,2,19,2,4,4,4,,1,1,5.0,1,1.0,3.0,4,1,6.0
190329,190329.p04,0,15000.0,2,2,19,2,4,4,4,,1,1,5.0,2,1.0,3.0,4,1,6.0
190329,190329.p03,0,10000.0,2,2,19,2,4,4,4,,1,1,5.0,1,1.0,1.0,4,1,6.0
190333,190333.p02,0,12500.0,2,2,19,2,2,3,2,1,1,1,3.0,1,1.0,3.0,2,1,6.0
190333,190333.p01,0,4800.0,2,2,19,2,2,3,2,1,1,1,3.0,2,1.0,3.0,2,2,5.0
190335,190335.p02,0,8000.0,2,2,33,2,2,2,2,1,1,1,3.0,2,1.0,3.0,2,1,6.0
190335,190335.p01,0,8000.0,2,2,33,2,2,2,2,1,1,1,3.0,2,1.0,3.0,2,1,6.0
190348,190348.p01,0,3000.0,2,2,19,2,4,2,2,1,10,1,3.0,1,1.0,3.0,2,1,1.0
190348,190348.p01,0,1000.0,2,2,19,2,4,2,2,1,10,1,3.0,1,1.0,3.0,2,1,1.0
190348,190348.p01,0,9000.0,2,2,19,2,4,2,2,1,10,1,3.0,1,1.0,3.0,2,1,1.0
190348,190348.p02,0,2000.0,2,2,19,2,4,2,2,1,10,1,3.0,2,2.0,3.0,2,2,6.0
190349,190349.p01,0,0.0,2,2,37,4,2,2,2,,1,1,1.0,2,2.0,1.0,2,1,1.0
190349,190349.p01,0,20000.0,2,2,37,4,2,2,2,,1,1,1.0,2,2.0,1.0,2,1,1.0
190365,190365.p01,0,3000.0,2,2,49,5,1,4,2,,10,2,1.0,1,2.0,3.0,2,2,6.0
190366,190366.p01,0,5000.0,2,2,50,1,1,1,1,,10,1,1.0,2,2.0,3.0,1,1,6.0
190371,190371.p01,0,12000.0,2,2,19,2,1,2,2,2,1,2,2.0,2,1.0,3.0,1,1,6.0
190372,190372.p02,0,0.0,2,2,10,1,2,4,3,,,1,2.0,2,1.0,3.0,2,1,6.0
190372,190372.p02,0,15000.0,2,2,10,1,2,4,3,,,1,2.0,2,1.0,3.0,2,1,6.0
190391,190391.p02,1,12000.0,2,2,57,6,2,2,2,,,1,3.0,2,1.0,3.0,2,1,6.0
190391,190391.p01,1,14000.0,2,2,57,6,2,2,2,,,1,3.0,1,1.0,3.0,2,1,6.0
190389,190389.p01,0,8000.0,2,2,37,4,2,2,2,,10,1,1.0,4,2.0,3.0,2,2,
190389,190389.p02,0,8000.0,2,2,37,4,2,2,2,,10,1,1.0,4,2.0,3.0,2,1,
190353,190353.p01,0,10000.0,2,2,1,5,1,3,2,1,10,6,6.0,1,1.0,3.0,2,1,6.0
190405,190405.p01,0,10000.0,2,2,30,2,1,3,3,,1,1,2.0,1,2.0,3.0,3,1,6.0
190408,190408.p02,0,15000.0,2,2,7,5,2,2,2,,1,2,3.0,2,1.0,3.0,2,1,6.0
190408,190408.p01,0,7500.0,2,2,7,5,2,2,2,,1,2,3.0,1,1.0,3.0,2,2,6.0
190808,190808.p02,1,9400.0,2,2,1,5,2,3,3,,,1,2.0,2,2.0,3.0,3,1,6.0
190808,190808.p01,0,1200.0,2,2,1,5,2,3,3,,,1,2.0,1,2.0,3.0,3,1,6.0
190448,190448.p02,0,5800.0,2,2,30,2,2,4,4,,1,1,2.0,2,2.0,3.0,4,1,3.0
190448,190448.p01,0,10100.0,2,2,30,2,2,4,4,,1,1,2.0,1,2.0,3.0,4,1,6.0
190492,190492.p01,0,20000.0,2,2,43,5,1,2,2,2,10,5,4.0,2,1.0,3.0,2,1,6.0
190516,190516.p01,1,15000.0,2,2,10,1,1,1,1,,,4,1.0,1,1.0,3.0,1,1,6.0
190531,190531.p02,0,6500.0,2,2,34,6,2,2,2,,1,1,,2,2.0,3.0,2,1,6.0
190531,190531.p01,0,10000.0,2,2,34,6,2,2,2,,1,1,,1,2.0,3.0,2,1,6.0
190557,190557.p01,1,4000.0,2,2,30,2,1,2,2,,,1,2.0,1,1.0,3.0,1,2,6.0
190553,190553.p01,0,3000.0,2,2,33,2,1,2,2,,3,3,1.0,1,2.0,3.0,1,1,6.0
190591,190591.p01,0,1400.0,2,2,37,4,2,2,2,1,1,1,2.0,1,1.0,3.0,2,2,6.0
190591,190591.p02,0,2400.0,2,2,37,4,2,2,2,1,1,1,2.0,2,1.0,3.0,2,1,6.0
190598,190598.p01,0,2000.0,2,2,1,5,1,1,1,2,3,5,2.0,2,1.0,3.0,1,2,6.0
190628,190628.p01,0,3000.0,2,2,1,5,2,2,2,,3,1,3.0,1,2.0,3.0,2,1,6.0
190628,190628.p01,0,1000.0,2,2,1,5,2,2,2,,3,1,3.0,1,2.0,3.0,2,1,6.0
190750,190750.p01,0,10000.0,2,2,57,6,1,2,2,,10,4,1.0,2,2.0,3.0,1,1,6.0
190757,190757.p01,0,6000.0,2,2,19,2,1,1,1,,10,3,1.0,2,2.0,3.0,1,1,
190769,190769.p01,0,12000.0,2,2,23,3,1,2,1,2,,1,1.0,2,1.0,3.0,1,1,6.0
190791,190791.p01,1,11000.0,2,2,1,5,2,2,2,1,4,1,4.0,1,1.0,3.0,2,1,3.0
190791,190791.p02,0,5000.0,2,2,1,5,2,2,2,1,4,1,4.0,2,1.0,3.0,2,2,3.0
190809,190809.p02,0,8000.0,2,2,19,2,2,2,2,,,6,4.0,2,1.0,3.0,2,1,6.0
190809,190809.p01,1,17000.0,2,2,19,2,2,2,2,,,6,4.0,1,1.0,3.0,2,1,6.0
190811,190811.p01,0,7000.0,2,2,43,5,1,1,1,1,1,2,3.0,1,1.0,3.0,1,1,3.0
190886,190886.p01,0,30000.0,2,2,37,4,1,2,2,1,6,6,2.0,1,1.0,3.0,2,1,6.0
190892,190892.p01,0,25000.0,2,2,19,2,1,1,1,2,10,6,2.0,1,1.0,3.0,1,1,1.0
190951,190951.p01,0,10000.0,2,2,30,2,1,1,1,1,1,4,2.0,1,1.0,1.0,1,1,3.0
190962,190962.p01,0,10000.0,2,2,30,2,2,2,2,2,4,1,,1,1.0,3.0,2,1,6.0
190962,190962.p02,0,5000.0,2,2,30,2,2,2,2,2,4,1,,2,2.0,3.0,2,2,6.0
190963,190963.p01,1,15000.0,2,2,19,2,1,4,3,1,2,1,6.0,1,1.0,3.0,3,1,6.0
190964,190964.p02,0,3000.0,2,2,51,6,2,6,4,2,1,1,2.0,2,1.0,3.0,2,1,3.0
190964,190964.p01,0,10500.0,2,2,51,6,2,6,4,2,1,1,2.0,1,1.0,3.0,2,1,3.0
190984,190984.p03,0,15000.0,2,2,37,4,2,5,3,2,1,1,3.0,2,1.0,3.0,3,1,6.0
190984,190984.p02,0,15000.0,2,2,37,4,2,5,3,2,1,1,3.0,1,1.0,3.0,3,1,6.0
190999,190999.p01,0,4000.0,2,2,37,4,1,1,1,,2,2,2.0,1,2.0,3.0,1,1,6.0
191038,191038.p01,0,20000.0,2,2,19,2,1,1,1,2,10,6,2.0,2,1.0,3.0,1,1,6.0
191069,191069.p01,0,2000.0,2,2,24,1,2,2,2,,10,1,1.0,1,1.0,3.0,2,1,6.0
191069,191069.p02,0,500.0,2,2,24,1,2,2,2,,10,1,1.0,2,2.0,3.0,2,2,6.0
191143,191143.p01,0,8000.0,2,2,19,2,1,1,1,,10,5,1.0,2,2.0,3.0,1,1,6.0
191182,191182.p01,0,8000.0,2,2,31,6,1,1,1,2,10,6,2.0,1,1.0,3.0,1,2,
191216,191216.p01,1,12000.0,2,2,19,2,2,4,2,2,1,1,5.0,2,1.0,3.0,2,1,3.0
191216,191216.p02,0,10000.0,2,2,19,2,2,4,2,2,1,1,5.0,1,1.0,3.0,2,1,3.0
191217,191217.p01,0,50000.0,2,2,37,4,1,3,2,2,3,4,1.0,1,1.0,3.0,1,1,
191286,191286.p01,0,8000.0,2,2,19,2,1,1,1,,1,1,2.0,1,1.0,3.0,1,1,6.0
191343,191343.p02,0,1000.0,2,2,37,4,2,2,2,,3,4,1.0,1,2.0,3.0,2,2,6.0
191343,191343.p01,0,4000.0,2,2,37,4,2,2,2,,3,4,1.0,2,2.0,3.0,2,1,6.0
191352,191352.p01,0,3000.0,2,2,21,5,2,2,2,,10,1,3.0,2,2.0,3.0,2,1,6.0
191352,191352.p01,0,10000.0,2,2,21,5,2,2,2,,10,1,3.0,2,2.0,3.0,2,1,6.0
191438,191438.p01,0,12000.0,2,2,30,2,1,1,1,,7,6,3.0,1,1.0,3.0,1,1,6.0
191466,191466.p01,0,2000.0,2,2,19,2,2,2,2,1,10,4,2.0,1,1.0,3.0,2,1,6.0
191466,191466.p02,0,1000.0,2,2,19,2,2,2,2,1,10,4,2.0,2,1.0,3.0,2,1,6.0
191470,191470.p02,0,15000.0,2,2,37,4,2,2,2,,1,1,3.0,2,1.0,3.0,2,1,6.0
191470,191470.p01,0,10000.0,2,2,37,4,2,2,2,,1,1,3.0,1,1.0,3.0,2,1,6.0
191500,191500.p01,0,7000.0,2,2,30,2,1,2,2,,1,1,,2,2.0,3.0,1,1,
191532,191532.p01,0,9000.0,2,2,19,2,1,1,1,,2,1,2.0,2,2.0,3.0,1,1,
194048,194048.p01,0,11000.0,2,2,48,5,2,2,2,,5,2,2.0,1,2.0,3.0,2,1,4.0
194048,194048.p01,0,5.0,2,2,48,5,2,2,2,,5,2,2.0,1,2.0,3.0,2,1,4.0
194056,194056.p01,1,10000.0,2,2,7,5,2,2,2,,,2,5.0,2,1.0,3.0,2,1,6.0
194056,194056.p02,0,15000.0,2,2,7,5,2,2,2,,,2,5.0,1,1.0,3.0,2,1,6.0
194064,194064.p01,1,7225.0,2,2,43,5,1,1,1,,,1,6.0,2,1.0,3.0,1,1,6.0
194078,194078.p01,1,12000.0,2,2,37,4,2,5,3,,,1,2.0,1,1.0,3.0,2,1,6.0
194078,194078.p02,0,4000.0,2,2,37,4,2,5,3,,,1,2.0,2,2.0,3.0,2,2,6.0
194102,194102.p01,1,10000.0,2,2,19,2,1,1,1,,,6,5.0,1,1.0,3.0,1,1,6.0
194139,194139.p01,1,5000.0,2,2,30,2,1,1,1,,,2,2.0,2,1.0,3.0,1,1,1.0
194152,194152.p01,1,12000.0,2,2,19,2,2,4,2,,,1,,1,1.0,3.0,2,1,6.0
194152,194152.p02,0,10000.0,2,2,19,2,2,4,2,,,1,,2,1.0,3.0,2,1,6.0
194171,194171.p01,1,12000.0,2,2,37,4,2,5,2,,,2,3.0,1,1.0,3.0,2,1,3.0
194171,194171.p02,0,12000.0,2,2,37,4,2,5,2,,,2,3.0,2,2.0,3.0,2,2,3.0
194201,194201.p03,0,12000.0,2,2,36,2,2,4,3,2,1,1,2.0,1,1.0,1.0,3,1,6.0
194201,194201.p01,0,11000.0,2,2,36,2,2,4,3,2,1,1,2.0,2,1.0,3.0,3,1,6.0
191594,191594.p01,1,10000.0,2,2,36,2,2,2,2,,,1,3.0,2,1.0,3.0,2,1,6.0
191594,191594.p02,0,10000.0,2,2,36,2,2,2,2,,,1,3.0,1,1.0,3.0,2,1,6.0
191601,191601.p02,0,1000.0,2,2,42,3,1,2,2,,10,6,4.0,2,1.0,3.0,2,3,3.0
191612,191612.p02,0,7500.0,2,2,19,2,2,3,2,1,1,2,3.0,2,2.0,3.0,2,2,3.0
191612,191612.p01,1,9000.0,2,2,19,2,2,3,2,1,1,2,3.0,1,1.0,3.0,2,1,3.0
191642,191642.p01,0,6000.0,2,2,7,5,1,1,1,,1,5,,1,2.0,3.0,1,2,6.0
191725,191725.p01,0,12000.0,2,2,43,5,1,1,1,2,10,6,1.0,1,1.0,3.0,1,2,6.0
191838,191838.p02,0,10000.0,2,2,30,2,2,2,2,2,1,1,3.0,1,1.0,3.0,2,1,6.0
191838,191838.p01,0,15000.0,2,2,30,2,2,2,2,2,1,1,3.0,2,1.0,3.0,2,1,6.0
191884,191884.p01,0,12000.0,2,2,19,2,1,1,1,1,10,5,,2,1.0,3.0,1,1,6.0
191890,191890.p02,0,10000.0,2,2,34,6,2,2,2,2,1,1,4.0,2,1.0,3.0,2,1,6.0
191890,191890.p01,0,12000.0,2,2,34,6,2,2,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
191905,191905.p01,0,8000.0,2,2,33,2,1,1,1,,1,1,2.0,1,2.0,3.0,1,1,6.0
191941,191941.p01,0,7000.0,2,2,19,2,2,2,1,1,1,1,6.0,1,1.0,3.0,1,1,4.0
191941,191941.p01,0,7000.0,2,2,19,2,2,2,1,1,1,1,6.0,1,1.0,3.0,1,1,4.0
192037,192037.p01,0,1800.0,2,2,1,5,2,3,3,,,1,3.0,1,2.0,3.0,2,2,3.0
192037,192037.p01,0,200.0,2,2,1,5,2,3,3,,,1,3.0,1,2.0,3.0,2,2,3.0
192098,192098.p01,0,30000.0,2,2,19,2,1,1,1,2,1,1,2.0,1,1.0,3.0,1,1,6.0
192119,192119.p01,0,7000.0,2,2,45,3,2,1,1,1,4,1,2.0,1,1.0,3.0,1,1,1.0
192119,192119.p01,0,3000.0,2,2,45,3,2,1,1,1,4,1,2.0,1,1.0,3.0,1,1,1.0
192126,192126.p02,0,10000.0,2,2,36,2,2,2,2,,4,1,1.0,1,1.0,3.0,2,1,1.0
192126,192126.p01,0,15000.0,2,2,36,2,2,2,2,,4,1,1.0,2,1.0,3.0,2,1,4.0
192136,192136.p01,0,170000.0,2,2,23,3,1,3,1,,10,1,2.0,2,1.0,3.0,1,1,6.0
192189,192189.p01,0,2000.0,2,2,36,2,2,2,2,,1,1,2.0,1,2.0,3.0,2,2,6.0
192189,192189.p02,0,12000.0,2,2,36,2,2,2,2,,1,1,2.0,2,1.0,3.0,2,1,6.0
192240,192240.p01,0,8000.0,2,2,43,5,1,2,2,,1,1,3.0,2,2.0,3.0,2,2,3.0
192257,192257.p01,0,3500.0,2,2,33,2,1,1,1,,3,3,1.0,2,2.0,3.0,1,1,6.0
192273,192273.p02,0,25000.0,2,2,56,2,2,2,2,,2,2,,1,2.0,3.0,2,2,6.0
192273,192273.p01,0,1500.0,2,2,56,2,2,2,2,,2,2,,2,2.0,3.0,2,3,6.0
192303,192303.p01,0,6000.0,2,2,43,5,1,1,1,2,1,2,2.0,1,1.0,3.0,1,1,3.0
192354,192354.p01,0,1000.0,2,2,30,2,1,1,1,2,1,1,2.0,2,1.0,3.0,1,1,6.0
192378,192378.p01,0,5000.0,2,2,30,2,1,1,1,,10,6,1.0,2,2.0,3.0,1,2,6.0
192381,192381.p02,0,15000.0,2,2,19,2,2,3,2,,1,1,3.0,1,2.0,3.0,2,3,6.0
192381,192381.p01,0,12000.0,2,2,19,2,2,3,2,,1,1,3.0,2,1.0,3.0,2,1,6.0
192386,192386.p02,0,12012.0,2,2,42,3,2,2,2,1,10,2,2.0,1,1.0,3.0,2,2,6.0
192386,192386.p02,0,12000.0,2,2,42,3,2,2,2,1,10,2,2.0,1,1.0,3.0,2,2,6.0
192407,192407.p02,0,3500.0,2,2,1,5,2,2,2,,4,1,2.0,1,2.0,3.0,2,2,
192407,192407.p02,0,9500.0,2,2,1,5,2,2,2,,4,1,2.0,1,2.0,3.0,2,2,
192402,192402.p02,0,100.0,2,2,43,5,1,4,3,,1,1,1.0,1,2.0,1.0,2,1,6.0
192424,192424.p02,0,4000.0,2,2,37,4,2,2,2,,4,1,2.0,1,2.0,3.0,2,2,6.0
192424,192424.p01,0,12000.0,2,2,37,4,2,2,2,,4,1,2.0,2,2.0,3.0,2,2,3.0
192420,192420.p01,0,8000.0,2,2,21,5,1,1,1,2,10,6,,2,1.0,3.0,1,1,6.0
192430,192430.p01,0,15000.0,2,2,33,2,1,1,1,1,10,6,1.0,2,1.0,3.0,1,1,6.0
192438,192438.p01,0,3000.0,2,2,1,5,1,1,1,,,1,3.0,1,1.0,3.0,1,1,6.0
192445,192445.p02,0,2400.0,2,2,48,5,2,2,2,,4,1,2.0,2,2.0,3.0,2,2,4.0
192445,192445.p01,0,4800.0,2,2,48,5,2,2,2,,4,1,2.0,1,2.0,3.0,2,2,6.0
192481,192481.p02,0,20000.0,2,2,33,2,2,2,2,2,1,1,,4,2.0,3.0,2,2,
192481,192481.p01,0,15000.0,2,2,33,2,2,2,2,2,1,1,,1,1.0,3.0,2,1,
192514,192514.p02,0,10000.0,2,2,1,5,2,2,2,,4,1,2.0,1,2.0,3.0,2,1,
192514,192514.p02,0,5000.0,2,2,1,5,2,2,2,,4,1,2.0,1,2.0,3.0,2,1,
192567,192567.p01,0,2500.0,2,2,1,5,1,1,1,,10,6,1.0,2,2.0,3.0,1,2,6.0
192573,192573.p02,0,1000.0,2,2,19,2,2,2,2,,1,2,3.0,2,2.0,3.0,2,2,6.0
192573,192573.p01,0,5000.0,2,2,19,2,2,2,2,,1,2,3.0,1,2.0,3.0,2,1,6.0
192578,192578.p01,0,3000.0,2,2,33,2,1,2,2,,3,5,1.0,1,2.0,3.0,2,1,6.0
