sampno,perid,y,ann_mile,tnc_veh,delivery,county,region,hh_veh,hh_size,hh_emp,charge_work,elec_acc,housing,hh_inc,gender,employ,stu,hh_drv,drive_freq,race
190924,190924.p01,0,10000.0,2,2,43,5,2,2,2,,1,2,4.0,2,1.0,3.0,2,1,
190929,190929.p02,0,10000.0,2,2,56,2,2,3,2,3,10,4,5.0,1,1.0,3.0,2,1,3.0
190929,190929.p01,0,10000.0,2,2,56,2,2,3,2,3,10,4,5.0,2,1.0,3.0,2,1,3.0
190935,190935.p01,0,5000.0,2,2,1,5,3,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
190935,190935.p01,0,1000.0,2,2,1,5,3,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
190935,190935.p02,0,5000.0,2,2,1,5,3,2,2,,1,1,2.0,2,1.0,3.0,2,2,6.0
190937,190937.p02,1,4000.0,2,2,21,5,3,2,2,,,2,2.0,1,2.0,3.0,2,1,6.0
190937,190937.p02,0,5000.0,2,2,21,5,3,2,2,,,2,2.0,1,2.0,3.0,2,1,6.0
190937,190937.p01,1,10000.0,2,2,21,5,3,2,2,,,2,2.0,2,1.0,3.0,2,1,1.0
190938,190938.p03,0,20000.0,2,2,56,2,3,4,4,2,1,1,5.0,2,2.0,1.0,3,1,6.0
190938,190938.p01,0,16000.0,2,2,56,2,3,4,4,2,1,1,5.0,1,1.0,3.0,3,1,6.0
190938,190938.p02,0,12000.0,2,2,56,2,3,4,4,2,1,1,5.0,2,2.0,3.0,3,1,6.0
190939,190939.p01,0,5000.0,2,2,19,2,1,1,1,1,10,6,1.0,2,1.0,3.0,1,1,6.0
190941,190941.p01,0,9000.0,2,2,34,6,2,2,2,,1,1,,1,2.0,3.0,2,1,6.0
190941,190941.p02,0,12700.0,2,2,34,6,2,2,2,,1,1,,2,2.0,3.0,2,1,6.0
191256,191256.p01,0,11000.0,2,2,37,4,2,3,2,1,1,1,3.0,1,1.0,3.0,2,1,6.0
191256,191256.p02,0,15000.0,2,2,37,4,2,3,2,1,1,1,3.0,2,1.0,3.0,2,1,6.0
190945,190945.p01,0,10000.0,2,2,1,5,3,6,3,1,1,1,2.0,1,1.0,3.0,2,1,3.0
190945,190945.p01,0,7000.0,2,2,1,5,3,6,3,1,1,1,2.0,1,1.0,3.0,2,1,3.0
190945,190945.p02,0,7000.0,2,2,1,5,3,6,3,1,1,1,2.0,2,1.0,3.0,2,1,
190948,190948.p01,0,30000.0,2,2,38,5,2,2,1,1,1,1,6.0,1,1.0,2.0,1,1,6.0
190948,190948.p01,1,35000.0,2,2,38,5,2,2,1,1,1,1,6.0,1,1.0,2.0,1,1,6.0
190947,190947.p01,0,7500.0,2,2,19,2,1,1,1,,3,1,1.0,2,2.0,3.0,1,1,6.0
190950,190950.p02,0,12000.0,2,2,30,2,2,2,2,3,10,5,2.0,1,1.0,3.0,2,1,6.0
190950,190950.p01,0,12000.0,2,2,30,2,2,2,2,3,10,5,2.0,2,1.0,1.0,2,1,6.0
190955,190955.p02,0,27000.0,2,2,4,3,2,2,2,1,10,8,2.0,2,1.0,1.0,2,1,6.0
190955,190955.p01,0,24000.0,2,2,4,3,2,2,2,1,10,8,2.0,2,1.0,3.0,2,1,6.0
190954,190954.p02,0,10000.0,2,2,1,5,2,4,2,1,1,1,6.0,4,1.0,3.0,2,3,
190954,190954.p01,1,15000.0,2,2,1,5,2,4,2,1,1,1,6.0,4,1.0,3.0,2,1,
190956,190956.p01,1,14000.0,2,2,30,2,1,3,1,,,2,3.0,2,1.0,3.0,1,1,6.0
190959,190959.p02,0,5000.0,2,2,19,2,2,3,2,,4,1,4.0,2,1.0,3.0,2,1,6.0
190959,190959.p01,1,8000.0,2,2,19,2,2,3,2,,4,1,4.0,1,1.0,3.0,2,1,6.0
190978,190978.p01,1,5000.0,2,2,7,5,2,3,2,2,7,6,,1,1.0,3.0,2,1,3.0
190978,190978.p02,0,3000.0,2,2,7,5,2,3,2,2,7,6,,2,1.0,3.0,2,1,3.0
190965,190965.p01,0,1200.0,2,2,19,2,3,3,1,2,10,1,1.0,1,1.0,1.0,1,1,2.0
190965,190965.p01,0,2500.0,2,2,19,2,3,3,1,2,10,1,1.0,1,1.0,1.0,1,1,2.0
190965,190965.p01,0,5000.0,2,2,19,2,3,3,1,2,10,1,1.0,1,1.0,1.0,1,1,2.0
190980,190980.p01,0,600.0,2,2,30,2,4,2,2,,1,4,2.0,1,2.0,3.0,2,2,6.0
190980,190980.p01,0,15000.0,2,2,30,2,4,2,2,,1,4,2.0,1,2.0,3.0,2,2,6.0
190980,190980.p01,0,800.0,2,2,30,2,4,2,2,,1,4,2.0,1,2.0,3.0,2,2,6.0
190980,190980.p02,0,2000.0,2,2,30,2,4,2,2,,1,4,2.0,2,2.0,3.0,2,2,6.0
190966,190966.p01,0,7500.0,2,2,19,2,1,1,1,2,6,4,5.0,1,1.0,3.0,1,1,6.0
190967,190967.p02,0,10000.0,2,2,43,5,2,2,2,2,10,6,4.0,1,2.0,3.0,2,1,6.0
190967,190967.p01,0,6000.0,2,2,43,5,2,2,2,2,10,6,4.0,1,1.0,3.0,2,1,6.0
190969,190969.p03,0,14000.0,2,2,43,5,5,5,5,1,10,1,4.0,2,1.0,3.0,5,1,
190969,190969.p02,0,12000.0,2,2,43,5,5,5,5,1,10,1,4.0,2,1.0,3.0,5,1,6.0
190969,190969.p04,0,12000.0,2,2,43,5,5,5,5,1,10,1,4.0,1,1.0,3.0,5,1,
190969,190969.p01,0,12000.0,2,2,43,5,5,5,5,1,10,1,4.0,1,1.0,3.0,5,1,1.0
190969,190969.p05,0,6000.0,2,2,43,5,5,5,5,1,10,1,4.0,2,1.0,3.0,5,1,
190975,190975.p02,0,2400.0,2,2,19,2,2,2,2,1,2,1,4.0,1,2.0,3.0,2,2,5.0
190975,190975.p01,0,5700.0,2,2,19,2,2,2,2,1,2,1,4.0,1,1.0,3.0,2,1,6.0
190970,190970.p02,0,8000.0,2,2,37,4,2,2,2,1,1,1,4.0,2,1.0,3.0,2,1,6.0
190970,190970.p01,0,12000.0,2,2,37,4,2,2,2,1,1,1,4.0,1,1.0,3.0,2,1,6.0
190971,190971.p01,0,5000.0,2,2,36,2,2,3,2,,,5,1.0,2,2.0,3.0,2,1,4.0
190971,190971.p01,0,10000.0,2,2,36,2,2,3,2,,,5,1.0,2,2.0,3.0,2,1,4.0
190973,190973.p02,0,2000.0,2,2,19,2,3,3,2,1,2,1,6.0,2,1.0,3.0,1,1,3.0
190973,190973.p02,1,12000.0,2,2,19,2,3,3,2,1,2,1,6.0,2,1.0,3.0,1,1,3.0
190973,190973.p02,0,10000.0,2,2,19,2,3,3,2,1,2,1,6.0,2,1.0,3.0,1,1,3.0
190974,190974.p01,0,100000.0,2,2,54,1,2,5,2,2,1,1,3.0,1,1.0,3.0,2,1,6.0
190974,190974.p02,0,100000.0,2,2,54,1,2,5,2,2,1,1,3.0,2,2.0,3.0,2,1,6.0
190976,190976.p05,0,10000.0,2,2,48,5,5,6,5,1,1,1,6.0,2,1.0,1.0,4,1,3.0
190976,190976.p04,0,10000.0,2,2,48,5,5,6,5,1,1,1,6.0,1,1.0,3.0,4,1,3.0
190976,190976.p01,0,8000.0,2,2,48,5,5,6,5,1,1,1,6.0,1,1.0,3.0,4,1,3.0
190976,190976.p01,0,5000.0,2,2,48,5,5,6,5,1,1,1,6.0,1,1.0,3.0,4,1,3.0
190976,190976.p02,0,9000.0,2,2,48,5,5,6,5,1,1,1,6.0,2,1.0,3.0,4,1,3.0
190977,190977.p01,0,5000.0,2,2,1,5,2,2,2,1,1,1,6.0,1,1.0,3.0,2,1,6.0
190977,190977.p02,0,10000.0,2,2,1,5,2,2,2,1,1,1,6.0,2,1.0,3.0,2,1,3.0
190979,190979.p01,1,15000.0,2,2,19,2,4,2,2,1,1,1,5.0,1,1.0,3.0,2,1,6.0
190979,190979.p01,0,5000.0,2,2,19,2,4,2,2,1,1,1,5.0,1,1.0,3.0,2,1,6.0
190979,190979.p01,0,12000.0,2,2,19,2,4,2,2,1,1,1,5.0,1,1.0,3.0,2,1,6.0
190979,190979.p02,0,6000.0,2,2,19,2,4,2,2,1,1,1,5.0,2,1.0,3.0,2,1,3.0
190983,190983.p01,0,12000.0,2,2,19,2,2,3,2,1,,1,1.0,1,1.0,1.0,1,1,1.0
190983,190983.p01,0,12000.0,2,2,19,2,2,3,2,1,,1,1.0,1,1.0,1.0,1,1,1.0
190986,190986.p03,0,10000.0,2,2,33,2,2,4,3,2,2,1,,1,1.0,3.0,2,1,6.0
190986,190986.p02,0,1000.0,2,2,33,2,2,4,3,2,2,1,,2,1.0,3.0,2,1,6.0
190991,190991.p02,0,5000.0,2,2,41,5,4,5,3,,,1,6.0,2,1.0,3.0,3,1,
190991,190991.p02,1,18000.0,2,2,41,5,4,5,3,,,1,6.0,2,1.0,3.0,3,1,
190991,190991.p01,1,12000.0,2,2,41,5,4,5,3,,,1,6.0,1,1.0,3.0,3,1,
190991,190991.p03,0,9000.0,2,2,41,5,4,5,3,,,1,6.0,1,1.0,1.0,3,1,
190992,190992.p01,1,5000.0,2,2,1,5,1,1,1,,,1,2.0,2,2.0,3.0,1,1,6.0
190994,190994.p01,0,15000.0,2,2,36,2,5,4,3,1,1,1,3.0,1,1.0,3.0,3,1,
190994,190994.p01,0,0.0,2,2,36,2,5,4,3,1,1,1,3.0,1,1.0,3.0,3,1,
190994,190994.p01,0,5000.0,2,2,36,2,5,4,3,1,1,1,3.0,1,1.0,3.0,3,1,
190994,190994.p02,0,15000.0,2,2,36,2,5,4,3,1,1,1,3.0,2,1.0,3.0,3,1,
190994,190994.p03,0,10000.0,2,2,36,2,5,4,3,1,1,1,3.0,1,1.0,1.0,3,1,
190996,190996.p02,0,5000.0,2,2,19,2,5,2,2,1,1,1,5.0,1,1.0,3.0,2,1,3.0
190996,190996.p02,0,2000.0,2,2,19,2,5,2,2,1,1,1,5.0,1,1.0,3.0,2,1,3.0
190996,190996.p02,0,20000.0,2,2,19,2,5,2,2,1,1,1,5.0,1,1.0,3.0,2,1,3.0
190996,190996.p02,0,1000.0,2,2,19,2,5,2,2,1,1,1,5.0,1,1.0,3.0,2,1,3.0
190996,190996.p01,0,2000.0,2,2,19,2,5,2,2,1,1,1,5.0,2,1.0,3.0,2,1,3.0
190997,190997.p01,0,54000.0,2,2,34,6,2,2,2,,1,1,3.0,1,1.0,3.0,2,1,6.0
190997,190997.p02,0,13500.0,2,2,34,6,2,2,2,,1,1,3.0,2,1.0,3.0,2,1,6.0
191003,191003.p01,0,5000.0,2,2,19,2,2,4,4,,,4,,2,2.0,3.0,3,1,
191003,191003.p02,0,8000.0,2,2,19,2,2,4,4,,,4,,1,1.0,3.0,3,1,
191004,191004.p01,0,12000.0,2,2,43,5,1,1,1,1,1,5,2.0,1,1.0,3.0,1,1,6.0
191006,191006.p02,0,3000.0,2,2,30,2,3,2,2,2,1,1,3.0,2,2.0,3.0,2,2,
191006,191006.p02,0,6000.0,2,2,30,2,3,2,2,2,1,1,3.0,2,2.0,3.0,2,2,
191006,191006.p01,0,17400.0,2,2,30,2,3,2,2,2,1,1,3.0,1,1.0,3.0,2,1,6.0
191008,191008.p01,0,1500.0,2,2,30,2,3,2,2,,,2,3.0,1,1.0,3.0,2,1,6.0
191008,191008.p01,1,4000.0,2,2,30,2,3,2,2,,,2,3.0,1,1.0,3.0,2,1,6.0
191008,191008.p02,0,4000.0,2,2,30,2,3,2,2,,,2,3.0,2,1.0,3.0,2,1,3.0
191010,191010.p02,0,12000.0,2,2,36,2,2,2,2,2,1,1,2.0,1,1.0,3.0,2,1,4.0
191010,191010.p01,0,12000.0,2,2,36,2,2,2,2,2,1,1,2.0,2,1.0,3.0,2,1,4.0
191011,191011.p01,0,5000.0,2,2,43,5,2,2,2,1,1,1,6.0,1,1.0,3.0,2,2,
191011,191011.p02,1,7500.0,2,2,43,5,2,2,2,1,1,1,6.0,2,1.0,3.0,2,1,
191012,191012.p02,0,45000.0,2,2,37,4,2,3,2,2,1,4,1.0,2,1.0,3.0,2,2,6.0
191012,191012.p01,0,15000.0,2,2,37,4,2,3,2,2,1,4,1.0,1,1.0,3.0,2,1,6.0
191014,191014.p02,0,7000.0,2,2,37,4,2,2,2,,1,1,,1,2.0,3.0,2,1,6.0
191014,191014.p01,0,5000.0,2,2,37,4,2,2,2,,1,1,,2,2.0,3.0,2,1,6.0
191021,191021.p02,1,6000.0,2,2,43,5,1,2,2,1,1,1,3.0,2,2.0,3.0,2,2,3.0
191018,191018.p02,0,20009.0,2,2,37,4,4,2,2,,10,1,1.0,3,1.0,3.0,2,2,
191018,191018.p02,0,20000.0,2,2,37,4,4,2,2,,10,1,1.0,3,1.0,3.0,2,2,
191018,191018.p02,0,20000.0,2,2,37,4,4,2,2,,10,1,1.0,3,1.0,3.0,2,2,
191018,191018.p01,0,30000.0,2,2,37,4,4,2,2,,10,1,1.0,1,1.0,1.0,2,1,1.0
191026,191026.p01,1,12000.0,2,2,41,5,3,6,2,,,1,6.0,1,1.0,3.0,2,1,6.0
191026,191026.p01,0,1000.0,2,2,41,5,3,6,2,,,1,6.0,1,1.0,3.0,2,1,6.0
191026,191026.p02,1,10000.0,2,2,41,5,3,6,2,,,1,6.0,2,1.0,3.0,2,1,3.0
191027,191027.p02,0,10000.0,2,2,31,6,5,2,2,,,1,6.0,1,2.0,3.0,2,2,6.0
191027,191027.p02,0,10000.0,2,2,31,6,5,2,2,,,1,6.0,1,2.0,3.0,2,2,6.0
191027,191027.p02,0,3000.0,2,2,31,6,5,2,2,,,1,6.0,1,2.0,3.0,2,2,6.0
191027,191027.p01,0,10000.0,2,2,31,6,5,2,2,,,1,6.0,2,1.0,3.0,2,1,6.0
191027,191027.p01,1,12000.0,2,2,31,6,5,2,2,,,1,6.0,2,1.0,3.0,2,1,6.0
191023,191023.p01,0,1000.0,2,2,30,2,3,2,2,,1,1,4.0,1,1.0,3.0,2,1,6.0
191023,191023.p01,0,15000.0,2,2,30,2,3,2,2,,1,1,4.0,1,1.0,3.0,2,1,6.0
191023,191023.p02,0,5000.0,2,2,30,2,3,2,2,,1,1,4.0,2,1.0,3.0,2,1,6.0
191024,191024.p02,0,6000.0,2,2,1,5,2,2,2,,4,1,4.0,2,2.0,3.0,2,1,6.0
191024,191024.p01,0,12000.0,2,2,1,5,2,2,2,,4,1,4.0,1,2.0,3.0,2,1,6.0
191028,191028.p01,0,1000.0,2,2,34,6,8,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191028,191028.p01,0,1000.0,2,2,34,6,8,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191028,191028.p01,0,5000.0,2,2,34,6,8,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191028,191028.p01,0,1000.0,2,2,34,6,8,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191028,191028.p01,0,1000.0,2,2,34,6,8,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191028,191028.p01,0,2000.0,2,2,34,6,8,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191028,191028.p01,0,1000.0,2,2,34,6,8,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191028,191028.p02,0,8000.0,2,2,34,6,8,2,2,2,1,1,6.0,2,1.0,3.0,2,1,6.0
191031,191031.p01,0,3500.0,2,2,47,3,2,3,3,,1,1,3.0,1,2.0,3.0,2,2,
191031,191031.p02,0,4000.0,2,2,47,3,2,3,3,,1,1,3.0,2,2.0,3.0,2,2,
191040,191040.p01,0,80000.0,2,2,19,2,2,1,1,2,3,5,2.0,2,1.0,3.0,1,1,3.0
191040,191040.p01,1,7500.0,2,2,19,2,2,1,1,2,3,5,2.0,2,1.0,3.0,1,1,3.0
191034,191034.p01,0,14000.0,2,2,54,1,4,3,3,1,3,1,2.0,2,1.0,3.0,3,1,6.0
191034,191034.p02,0,1000.0,2,2,54,1,4,3,3,1,3,1,2.0,1,1.0,3.0,3,1,6.0
191034,191034.p02,0,10000.0,2,2,54,1,4,3,3,1,3,1,2.0,1,1.0,3.0,3,1,6.0
191034,191034.p03,0,8000.0,2,2,54,1,4,3,3,1,3,1,2.0,1,2.0,1.0,3,1,6.0
191157,191157.p01,1,8000.0,2,2,34,6,2,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
191157,191157.p02,0,8000.0,2,2,34,6,2,2,2,2,1,1,6.0,2,2.0,3.0,2,1,6.0
191037,191037.p02,0,4000.0,2,2,42,3,2,2,2,2,1,1,1.0,1,1.0,3.0,2,2,1.0
191037,191037.p01,0,8000.0,2,2,42,3,2,2,2,2,1,1,1.0,2,1.0,3.0,2,1,2.0
191039,191039.p04,0,20000.0,2,2,1,5,4,4,4,2,1,1,,1,1.0,3.0,4,1,6.0
191039,191039.p02,0,14000.0,2,2,1,5,4,4,4,2,1,1,,2,1.0,3.0,4,1,6.0
191039,191039.p01,0,8000.0,2,2,1,5,4,4,4,2,1,1,,2,1.0,3.0,4,1,6.0
191039,191039.p03,0,8000.0,2,2,1,5,4,4,4,2,1,1,,2,1.0,3.0,4,1,6.0
191043,191043.p01,0,15000.0,2,2,1,5,2,2,2,,,1,3.0,1,1.0,3.0,2,1,6.0
191043,191043.p02,0,12000.0,2,2,1,5,2,2,2,,,1,3.0,2,1.0,3.0,2,1,6.0
191042,191042.p01,0,0.0,2,2,37,4,3,3,3,,5,5,1.0,2,1.0,1.0,1,1,2.0
191042,191042.p01,0,800.0,2,2,37,4,3,3,3,,5,5,1.0,2,1.0,1.0,1,1,2.0
191042,191042.p01,0,0.0,2,2,37,4,3,3,3,,5,5,1.0,2,1.0,1.0,1,1,2.0
191046,191046.p02,0,30000.0,2,2,33,2,2,2,2,2,8,1,4.0,1,1.0,3.0,2,1,6.0
191046,191046.p01,0,40000.0,2,2,33,2,2,2,2,2,8,1,4.0,1,1.0,3.0,2,1,1.0
191056,191056.p01,0,20000.0,2,2,51,6,5,7,2,2,1,1,4.0,2,1.0,3.0,2,1,4.0
191056,191056.p01,0,15000.0,2,2,51,6,5,7,2,2,1,1,4.0,2,1.0,3.0,2,1,4.0
191056,191056.p02,0,20000.0,2,2,51,6,5,7,2,2,1,1,4.0,1,2.0,3.0,2,1,4.0
191056,191056.p02,0,1500.0,2,2,51,6,5,7,2,2,1,1,4.0,1,2.0,3.0,2,1,4.0
191056,191056.p02,0,1200.0,2,2,51,6,5,7,2,2,1,1,4.0,1,2.0,3.0,2,1,4.0
191048,191048.p02,0,12000.0,2,2,31,6,2,2,2,,4,1,2.0,1,2.0,3.0,2,1,6.0
191048,191048.p01,0,15000.0,2,2,31,6,2,2,2,,4,1,2.0,2,2.0,3.0,2,1,6.0
191085,191085.p01,0,4714.0,2,2,4,3,1,1,1,2,1,1,3.0,1,1.0,3.0,1,1,6.0
191055,191055.p01,0,3000.0,2,2,34,6,1,2,1,,1,1,2.0,2,2.0,3.0,1,2,6.0
191062,191062.p01,0,12000.0,2,2,19,2,2,2,2,,2,1,3.0,1,1.0,3.0,2,1,6.0
191062,191062.p01,0,12000.0,2,2,19,2,2,2,2,,2,1,3.0,1,1.0,3.0,2,1,6.0
191059,191059.p02,0,10000.0,2,2,33,2,2,2,2,2,10,2,1.0,2,1.0,3.0,2,1,6.0
191059,191059.p01,0,15000.0,2,2,33,2,2,2,2,2,10,2,1.0,2,1.0,2.0,2,1,6.0
191077,191077.p04,1,10000.0,2,2,30,2,3,4,4,,,1,2.0,2,1.0,3.0,4,1,6.0
191077,191077.p01,1,7000.0,2,2,30,2,3,4,4,,,1,2.0,1,2.0,3.0,4,1,6.0
191077,191077.p03,0,10000.0,2,2,30,2,3,4,4,,,1,2.0,1,1.0,1.0,4,1,6.0
191067,191067.p01,0,12000.0,2,2,40,3,2,4,2,,1,1,2.0,2,2.0,2.0,2,1,6.0
191067,191067.p02,0,45000.0,2,2,40,3,2,4,2,,1,1,2.0,1,1.0,3.0,2,2,6.0
191072,191072.p01,0,12000.0,2,2,38,5,3,3,3,,1,4,6.0,1,2.0,3.0,3,1,3.0
191072,191072.p02,0,15000.0,2,2,38,5,3,3,3,,1,4,6.0,2,1.0,3.0,3,1,3.0
191072,191072.p03,0,5000.0,2,2,38,5,3,3,3,,1,4,6.0,2,1.0,3.0,3,1,3.0
191209,191209.p02,0,1700.0,2,2,56,2,3,3,3,,,1,3.0,2,2.0,3.0,3,2,6.0
191209,191209.p01,1,8000.0,2,2,56,2,3,3,3,,,1,3.0,1,2.0,3.0,3,2,6.0
191209,191209.p03,1,8000.0,2,2,56,2,3,3,3,,,1,3.0,2,1.0,3.0,3,1,6.0
191064,191064.p02,0,5000.0,2,2,1,5,2,2,2,1,10,6,3.0,2,1.0,3.0,2,1,6.0
191064,191064.p01,0,7000.0,2,2,1,5,2,2,2,1,10,6,3.0,1,1.0,3.0,2,1,4.0
191065,191065.p03,0,8000.0,2,2,54,1,3,4,3,2,,6,2.0,2,2.0,3.0,3,1,1.0
191065,191065.p03,0,4000.0,2,2,54,1,3,4,3,2,,6,2.0,2,2.0,3.0,3,1,1.0
191065,191065.p03,0,3000.0,2,2,54,1,3,4,3,2,,6,2.0,2,2.0,3.0,3,1,1.0
191068,191068.p01,0,10000.0,2,2,19,2,2,1,1,,6,6,6.0,1,1.0,3.0,1,1,3.0
191068,191068.p01,0,7500.0,2,2,19,2,2,1,1,,6,6,6.0,1,1.0,3.0,1,1,3.0
191071,191071.p01,0,6000.0,2,2,34,6,1,1,1,,1,1,,2,2.0,3.0,1,1,
191074,191074.p03,0,10000.0,2,2,33,2,3,3,3,1,1,1,1.0,1,1.0,3.0,3,1,3.0
191074,191074.p03,0,5000.0,2,2,33,2,3,3,3,1,1,1,1.0,1,1.0,3.0,3,1,3.0
191074,191074.p01,0,15000.0,2,2,33,2,3,3,3,1,1,1,1.0,2,1.0,3.0,3,2,3.0
191081,191081.p02,0,3000.0,2,2,28,5,2,2,2,,1,1,3.0,2,2.0,3.0,2,2,6.0
191081,191081.p01,0,6000.0,2,2,28,5,2,2,2,,1,1,3.0,1,2.0,3.0,2,2,6.0
191082,191082.p01,0,10000.0,2,2,37,4,3,4,2,1,1,1,6.0,2,1.0,3.0,2,1,
191082,191082.p02,0,2000.0,2,2,37,4,3,4,2,1,1,1,6.0,1,1.0,3.0,2,1,
191082,191082.p02,1,10000.0,2,2,37,4,3,4,2,1,1,1,6.0,1,1.0,3.0,2,1,
191080,191080.p02,0,8000.0,2,2,19,2,3,2,2,,1,1,,2,2.0,3.0,2,1,
191080,191080.p01,0,7500.0,2,2,19,2,3,2,2,,1,1,,1,2.0,3.0,2,1,
191080,191080.p01,0,5000.0,2,2,19,2,3,2,2,,1,1,,1,2.0,3.0,2,1,
191086,191086.p01,0,6000.0,2,2,40,3,1,1,1,,1,1,,1,2.0,3.0,1,1,6.0
191083,191083.p01,0,6000.0,2,2,1,5,2,3,2,,1,2,5.0,1,1.0,3.0,2,1,6.0
191083,191083.p02,0,12000.0,2,2,1,5,2,3,2,,1,2,5.0,2,2.0,3.0,2,1,6.0
191419,191419.p01,0,8000.0,2,2,34,6,3,3,3,2,4,1,2.0,2,1.0,3.0,3,1,6.0
191419,191419.p01,0,8000.0,2,2,34,6,3,3,3,2,4,1,2.0,2,1.0,3.0,3,1,6.0
191419,191419.p02,0,10000.0,2,2,34,6,3,3,3,2,4,1,2.0,1,1.0,3.0,3,1,1.0
191087,191087.p01,0,5000.0,2,2,19,2,2,4,4,,,1,5.0,1,1.0,3.0,2,2,6.0
191087,191087.p02,1,18000.0,2,2,19,2,2,4,4,,,1,5.0,2,2.0,3.0,2,1,6.0
191091,191091.p01,0,500.0,2,2,19,2,4,5,5,2,10,2,1.0,2,1.0,3.0,4,1,6.0
191091,191091.p05,0,1000.0,2,2,19,2,4,5,5,2,10,2,1.0,1,1.0,3.0,4,1,6.0
191091,191091.p02,0,3000.0,2,2,19,2,4,5,5,2,10,2,1.0,1,1.0,3.0,4,1,1.0
191091,191091.p03,0,5000.0,2,2,19,2,4,5,5,2,10,2,1.0,2,1.0,3.0,4,1,6.0
191806,191806.p01,0,7000.0,2,2,21,5,3,2,2,2,4,1,3.0,1,1.0,3.0,2,1,6.0
191806,191806.p01,0,2000.0,2,2,21,5,3,2,2,2,4,1,3.0,1,1.0,3.0,2,1,6.0
191806,191806.p02,0,10000.0,2,2,21,5,3,2,2,2,4,1,3.0,2,1.0,3.0,2,1,6.0
191100,191100.p01,0,1200.0,2,2,19,2,2,2,1,,,5,1.0,1,2.0,3.0,1,1,4.0
191100,191100.p01,0,1200.0,2,2,19,2,2,2,1,,,5,1.0,1,2.0,3.0,1,1,4.0
191099,191099.p01,0,2500.0,2,2,41,5,3,2,2,,1,1,4.0,1,2.0,3.0,2,1,6.0
191099,191099.p01,0,7000.0,2,2,41,5,3,2,2,,1,1,4.0,1,2.0,3.0,2,1,6.0
191099,191099.p02,0,6000.0,2,2,41,5,3,2,2,,1,1,4.0,2,2.0,3.0,2,2,6.0
191098,191098.p02,0,19000.0,2,2,10,1,2,2,2,2,2,1,2.0,2,1.0,3.0,2,1,1.0
191098,191098.p01,0,5000.0,2,2,10,1,2,2,2,2,2,1,2.0,1,1.0,3.0,2,1,6.0
191104,191104.p02,1,10000.0,2,2,1,5,3,2,2,,,1,3.0,2,2.0,3.0,2,1,6.0
191104,191104.p01,0,50.0,2,2,1,5,3,2,2,,,1,3.0,1,2.0,3.0,2,2,6.0
191104,191104.p01,0,10000.0,2,2,1,5,3,2,2,,,1,3.0,1,2.0,3.0,2,2,6.0
191096,191096.p02,0,4000.0,2,2,30,2,2,4,2,2,3,1,2.0,2,2.0,3.0,2,2,3.0
191096,191096.p01,0,12000.0,2,2,30,2,2,4,2,2,3,1,2.0,1,1.0,3.0,2,1,3.0
191097,191097.p01,0,160000.0,2,2,30,2,1,1,1,2,4,1,,1,1.0,3.0,1,1,6.0
191112,191112.p01,0,3000.0,2,2,37,4,3,2,2,,1,1,3.0,1,2.0,3.0,2,2,
191112,191112.p01,0,1500.0,2,2,37,4,3,2,2,,1,1,3.0,1,2.0,3.0,2,2,
191112,191112.p02,0,3000.0,2,2,37,4,3,2,2,,1,1,3.0,2,1.0,3.0,2,2,
191107,191107.p01,0,5000.0,2,2,33,2,2,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
191107,191107.p01,0,5000.0,2,2,33,2,2,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
191123,191123.p03,0,11000.0,2,2,43,5,4,4,4,,,1,6.0,1,1.0,3.0,4,1,3.0
191123,191123.p02,1,10000.0,2,2,43,5,4,4,4,,,1,6.0,2,2.0,3.0,4,1,3.0
191123,191123.p01,0,10000.0,2,2,43,5,4,4,4,,,1,6.0,1,1.0,3.0,4,1,3.0
191123,191123.p04,1,13000.0,2,2,43,5,4,4,4,,,1,6.0,2,1.0,3.0,4,1,3.0
191111,191111.p01,0,10000.0,2,2,19,2,1,4,2,2,,6,1.0,1,1.0,3.0,2,1,6.0
191116,191116.p01,1,12000.0,2,2,34,6,2,3,2,,,1,3.0,4,1.0,3.0,2,1,
191116,191116.p02,0,20000.0,2,2,34,6,2,3,2,,,1,3.0,4,1.0,3.0,2,1,
191115,191115.p01,1,12000.0,2,2,30,2,2,2,2,,1,1,,2,2.0,3.0,2,1,3.0
191115,191115.p02,0,12000.0,2,2,30,2,2,2,2,,1,1,,1,1.0,3.0,2,1,6.0
191113,191113.p01,0,9000.0,2,2,42,3,2,4,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
191113,191113.p02,0,15000.0,2,2,42,3,2,4,2,2,1,1,4.0,2,1.0,3.0,2,1,6.0
