sampno,vehno,vehicle_num,num_hh_vehicles,year,make,make_other,make_clean,model,model_other,model_clean,fuel,fuel_clean,veh_type,veh_type_clean,vehicle_status,flag_hev,flag_phev,flag_fcev,flag_bev,obtain,company_car,current_acquired_year,current_acquired_month,annual_mileage,electric_percent,tnc_veh,tnc_miles,delivery,delivery_miles,mpg,replace_intent,current_primary_driver,primary_driver_id,company_acquired_year,fuel_pay,personal_miles,business_miles,company_primary_driver,company_primary_driver_id,other_drivers,behavior_1,behavior_2,behavior_3,behavior_4,behavior_5
193946,1,1,2,2018,CHEVROLET, ,CHEVROLET,,,,3,3,2,2, ,0,1,0,0,2, ,2018,8,3000,50,2, ,2, ,50,3,1,193946.p01, , , , , , , , , , , , 
193955,2,2,2,2011,TOYOTA, ,TOYOTA,,,,1,1,4,4, ,0,0,0,0,3, ,2015, ,12000, ,2, ,2, ,28,4,2,193955.p02, , , , , , , , , , , , 
193961,3,3,3,2012,TOYOTA, ,TOYOTA,,,,3,3,3,3, ,0,1,0,0,1, ,2012, ,14400,15,2, ,2, ,50,3,3,193961.p03, , , , , , , , , , , , 
193971,2,2,2,2015,FORD, ,FORD,,,,3,3,3,3, ,0,1,0,0,3, ,2018,7,8000,60,2, ,2, ,93,3,2,193971.p02, , , , , , , , , , , , 
193990,1,1,3,2018,HONDA, ,HONDA,,,,3,3,3,3, ,0,1,0,0,2, ,2018,7,8000,85,2, ,2, ,110,2,1,193990.p01, , , , , , , , , , , , 
193994,2,2,3,2013,NISSAN, ,NISSAN,,,,1,1,7,7, ,0,0,0,0,1, ,2014, ,14000, ,2, ,2, ,16,4,2,193994.p02, , , , , , , , , , , , 
193991,2,2,2,2005,TOYOTA, ,TOYOTA,,,,1,1,7,7, ,0,0,0,0,1, ,2005, ,5000, ,2, ,2, ,30,3,1,193991.p01, , , , , , , , , , , , 
194001,3,3,3,2004,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2, ,0,0,0,0,3, ,2014, ,5000, ,2, ,2, ,30,3,2,194001.p02, , , , , , , , , , , , 
194002,2,2,2,2018,TESLA, ,TESLA,,,,5,5,6,6, ,0,0,0,1,1, ,2018,6,5000, ,2, ,2, ,100,4,2,194002.p02, , , , , , , , , , , , 
194011,1,1,2,2013,CHEVROLET, ,CHEVROLET,,,,3,3,2,2, ,0,1,0,0,1, ,2013, ,10000,90,2, ,2, ,50,4,2,194011.p02, , , , , , , , , , , , 
194025,3,3,5,2016,VOLKSWAGEN, ,VOLKSWAGEN,,,,5,5,2,2, ,0,0,0,1,1, ,2017, ,9000, ,2, ,2, ,80,5,1,194025.p01, , , , , , , , , , , , 
194030,1,1,5,2014,FORD, ,FORD,,,,1,1,6,6, ,0,0,0,0,1, ,2014, ,10000, ,2, ,2, ,25,2,1,194030.p01, , , , , , , , , , , , 
192982,2,2,2,2010,NISSAN, ,NISSAN,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,7500, ,2, ,2, ,30,1,2,192982.p02, , , , , , , , , , , , 
192987,4,4,4,2017,HONDA, ,HONDA,,,,1,1,1,1, ,0,0,0,0,2, ,2017, ,10000, ,2, ,2, ,29,4,4,192987.p04, , , , , , , , , , , , 
192991,3,3,4,1980,FORD, ,FORD,,,,1,1,8,8,3,0,0,0,0,3, ,2010, ,1000, ,2, ,2, ,18,6,2,192991.p02, , , , , , , , , , , , 
192985,2,2,2,1983,NISSAN, ,NISSAN,,,,1,1,5,5, ,0,0,0,0,1, ,1983, ,3000, ,2, ,2, ,13,6,1,192985.p01, , , , , , , , , , , , 
192988,3,3,3,2007,TOYOTA, ,TOYOTA,,,,1,1,9,9, ,0,0,0,0,1, ,2007, ,4000, ,2, ,2, ,15,1,1,192988.p01, , , , , , , , , , , , 
192990,1,1,1,2004,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,1, ,2004, ,7000, ,2, ,2, ,20,3,1,192990.p01, , , , , , , , , , , , 
192995,2,2,2,2009,KIA, ,KIA,,,,1,1,7,7, ,0,0,0,0,3, ,2017, ,9000, ,2, ,2, ,15,3,2,192995.p02, , , , , , , , , , , , 
193002,3,3,4,2016,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,8,8, ,0,0,0,0,3, ,2018,6,15000, ,2, ,2, ,25,4,3,193002.p03, , , , , , , , , , , , 
193006,1,1,1,2016,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2016, ,10000, ,2, ,2, ,45,5,1,193006.p01, , , , , , , , , , , , 
193025,1,1,2,2012,FIAT, ,FIAT,,,,1,1,1,1, ,0,0,0,0,1, ,2012, ,10000, ,2, ,2, ,31,4,1,193025.p01, , , , , , , , , , , , 
193028,1,1,2,2005,JAGUAR, ,JAGUAR,,,,1,1,5,5, ,0,0,0,0,3, ,2008, ,4000, ,2, ,2, ,20,2,2,193028.p02, , , , , , , , , , , , 
193032,1,1,2,2013,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,3, ,2015, ,12000, ,2, ,2, ,26,3,2,193032.p02, , , , , , , , , , , , 
193029,1,1,1,2014,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2014, ,5000, ,2, ,2, ,25,5,1,193029.p01, , , , , , , , , , , , 
193042,3,3,3,2005,NISSAN, ,NISSAN,,,,1,1,5,5, ,0,0,0,0,1, ,2005, ,5000, ,2, ,2, ,12,6,2,193042.p02, , , , , , , , , , , , 
193039,1,1,2,2016,CHEVROLET, ,CHEVROLET,,,,1,1,4,4, ,0,0,0,0,1, ,2016, ,8500, ,2, ,2, ,30,4,1,193039.p01, , , , , , , , , , , , 
193041,1,1,1,2018,NISSAN, ,NISSAN,,,,1,1,6,6, ,0,0,0,0,3, ,2019,2,12000, ,2, ,2, ,25,2,1,193041.p01, , , , , , , , , , , , 
193043,1,1,4,2018,MAZDA, ,MAZDA,,,,1,1,3,3, ,0,0,0,0,1, ,2018,11,10000, ,2, ,2, ,32,4,1,193043.p01, , , , , , , , , , , , 
193043,4,4,4,2010,MITSUBISHI, ,MITSUBISHI,,,,1,1,2,2, ,0,0,0,0,1, ,2010, ,12000, ,2, ,2, ,30,2,4,193043.p04, , , , , , , , , , , , 
193047,2,2,2,2018,INFINITI, ,INFINITI,,,,1,1,3,3, ,0,0,0,0,2, ,2018,1,10000, ,2, ,2, ,18,2,1,193047.p01, , , , , , , , , , , , 
193045,1,1,1,2016,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2016, ,5000, ,2, ,2, ,32,5,1,193045.p01, , , , , , , , , , , , 
193049,1,1,1,2016,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2016, ,25000, ,2, ,2, ,23,2,1,193049.p01, , , , , , , , , , , , 
193063,2,2,2,2005,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2005, ,10000, ,2, ,2, ,15,2,4,193063.p04, , , , , , , , , , , , 
193053,2,2,3,2003,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2003, ,5000, ,2, ,2, ,18,3,2,193053.p02, , , , , , , , , , , , 
193091,2,2,2,2008,TOYOTA, ,TOYOTA,,,,1,1,9,9, ,0,0,0,0,1, ,2009, ,20000, ,2, ,2, ,18,6,2,193091.p02, , , , , , , , , , , , 
193079,1,1,2,2010,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,6, ,2016, ,1200, ,2, ,2, ,26,2,1,193079.p01, , , , , , , , , , , , 
193068,1,1,1,2006,BUICK, ,BUICK,,,,1,1,4,4, ,0,0,0,0,1, ,2006, ,9000, ,2, ,2, ,21,6,1,193068.p01, , , , , , , , , , , , 
193077,1,1,1,2012,SUBARU, ,SUBARU,,,,1,1,2,2, ,0,0,0,0,3, ,2014, ,12000, ,2, ,2, ,21,2,1,193077.p01, , , , , , , , , , , , 
193069,3,3,3,2018,ASTON MARTIN, ,ASTON MARTIN,,,,1,1,1,1, ,0,0,0,0,3, ,2018,1,1000, ,2, ,2, ,100,1,1,193069.p01, , , , , , , , , , , , 
193121,1,1,2,2001,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,3, ,2004, ,4000, ,2, ,2, ,15,6,1,193121.p01, , , , , , , , , , , , 
193086,2,2,2,2015,FIAT, ,FIAT,,,,5,5,1,1, ,0,0,0,1,3, ,2017, ,500, ,2, ,2, ,60,4,1,193086.p01, , , , , , , , , , , , 
193092,1,1,4,2002,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,3, ,2015, ,8000, ,2, ,2, ,21,6,1,193092.p01, , , , , , , , , , , , 
193092,4,4,4,1994,ACURA, ,ACURA,,,,1,1,1,1, ,0,0,0,0,3, ,2009, ,8000, ,2, ,2, ,28,6,3,193092.p03, , , , , , , , , , , , 
193093,1,1,1,2010,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2010, ,15000, ,2, ,2, ,48,2,1,193093.p01, , , , , , , , , , , , 
193113,2,2,4,2004,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2003, ,500, ,2, ,2, ,24,6,1,193113.p01, , , , , , , , , , , , 
193100,1,1,2,2001,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2001, ,10000, ,2, ,2, ,28,1,1,193100.p01, , , , , , , , , , , , 
193117,2,2,3,2008,DODGE, ,DODGE,,,,1,1,13,13, ,0,0,0,0,3, ,2009, ,5000, ,2, ,2, ,32,3,1,193117.p01, , , , , , , , , , , , 
193119,1,1,1,2010,NISSAN, ,NISSAN,,,,1,1,8,8, ,0,0,0,0,1, ,2010, ,4000, ,2, ,2, ,25,2,2,193119.p02, , , , , , , , , , , , 
193132,1,1,1,2007,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2007, ,20000, ,2, ,2, ,38,1,2,193132.p02, , , , , , , , , , , , 
193142,1,1,1,2003,ACURA, ,ACURA,,,,1,1,3,3, ,0,0,0,0,3, ,2004, ,5000, ,2, ,2, ,18,2,1,193142.p01, , , , , , , , , , , , 
193181,1,1,3,2016,CADILLAC, ,CADILLAC,,,,1,1,6,6, ,0,0,0,0,1, ,2016, ,35000, ,2, ,2, ,20,3,1,193181.p01, , , , , , , , , , , , 
193143,2,2,2,2013,HYUNDAI, ,HYUNDAI,,,,2,2,3,3, ,1,0,0,0,1, ,2013, ,30000, ,2, ,2, ,25,2,2,193143.p02, , , , , , , , , , , , 
193147,3,3,3,2013,BMW, ,BMW,,,,2,2,2,2, ,1,0,0,0,3, ,2016, ,2, ,2, ,2, ,0,2,1,193147.p01, , , , , , , , , , , , 
193150,1,1,1,2018,GMC, ,GMC,,,,1,1,12,12,2,0,0,0,0,1, ,2018,11,10000, ,2, ,2, ,20,5,1,193150.p01, , , , , , , , , , , , 
193164,1,1,2,2000,HONDA, ,HONDA,,,,1,1,5,5, ,0,0,0,0,3, ,2005, ,2000, ,2, ,2, ,23,6,1,193164.p01, , , , , , , , , , , , 
193158,1,1,2,1992,BUICK, ,BUICK,,,,1,1,4,4, ,0,0,0,0,6, ,1994, ,5000, ,2, ,2, ,20,6,1,193158.p01, , , , , , , , , , , , 
193157,2,2,2,2011,SUBARU, ,SUBARU,,,,1,1,2,2, ,0,0,0,0,1, ,2011, ,13000, ,2, ,2, ,26,3,2,193157.p02, , , , , , , , , , , , 
193159,1,1,1,2016,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,1, ,2015, ,47000, ,2, ,2, ,28,3,1,193159.p01, , , , , , , , , , , , 
193168,2,2,2,2017,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2017, ,6000, ,2, ,2, ,50,4,2,193168.p02, , , , , , , , , , , , 
193162,2,2,2,2002,FORD, ,FORD,,,,1,1,9,9, ,0,0,0,0,3, ,2011, ,22000, ,2, ,2, ,11,3,2,193162.p02, , , , , , , , , , , , 
193180,2,2,4,2015,SUBARU, ,SUBARU,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,14000, ,2, ,2, ,24,4,2,193180.p02, , , , , , , , , , , , 
193170,1,1,2,2010,LEXUS, ,LEXUS,,,,2,2,3,3, ,1,0,0,0,3, ,2011, ,5000, ,2, ,2, ,20,3,1,193170.p01, , , , , , , , , , , , 
193172,1,1,2,2019,ACURA, ,ACURA,,,,1,1,6,6, ,0,0,0,0,1, ,2018,12,7000, ,2, ,2, ,20,5,1,193172.p01, , , , , , , , , , , , 
193194,3,3,3,1980,ALFA ROMEO, ,ALFA ROMEO,,,,1,1,5,5, ,0,0,0,0,3, ,1980, ,1000, ,2, ,2, ,20,6,1,193194.p01, , , , , , , , , , , , 
193177,1,1,1,2015,CADILLAC, ,CADILLAC,,,,1,1,2,2, ,0,0,0,0,1, ,2016, ,5000, ,2, ,2, ,30,4,1,193177.p01, , , , , , , , , , , , 
193192,1,1,1,2003,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,3, ,2007, ,5000, ,2, ,2, ,38,2,1,193192.p01, , , , , , , , , , , , 
193190,2,2,3,2014,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2014, ,15000, ,2, ,2, ,22,4,3,193190.p03, , , , , , , , , , , , 
193189,1,1,1,2011,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2011, ,6000, ,2, ,2, ,40,2,1,193189.p01, , , , , , , , , , , , 
193191,2,2,3,2003,HYUNDAI, ,HYUNDAI,,,,1,1,2,2, ,0,0,0,0,3, ,2019,2,10000, ,2, ,2, ,25,3,2,193191.p02, , , , , , , , , , , , 
193358,2,2,2,2010,NISSAN, ,NISSAN,,,,1,1,13,13, ,0,0,0,0,3, ,2011, ,8000, ,2, ,2, ,17,5,1,193358.p01, , , , , , , , , , , , 
193199,1,1,2,2007,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,3, ,2010, ,5000, ,1,2000,1,300,25,2,2,193199.p02, , , , , , , , , , , , 
193212,1,1,1,2010,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2010, ,30000, ,2, ,2, ,57,6,1,193212.p01, , , , , , , , , , , , 
193202,2,2,2,2018,HYUNDAI, ,HYUNDAI,,,,1,1,4,4, ,0,0,0,0,1, ,2018,3,5000, ,2, ,2, ,27,3,2,193202.p02, , , , , , , , , , , , 
193210,1,1,2,2012,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2012, ,10000, ,2, ,2, ,55,3,1,193210.p01, , , , , , , , , , , , 
193218,1,1,2,2010,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,1, ,2010, ,150000, ,2, ,2, ,30,2,2,193218.p02, , , , , , , , , , , , 
193204,2,2,2,2019,TOYOTA, ,TOYOTA,,,,1,1,7,7, ,0,0,0,0,2, ,2018,12,6000, ,2, ,2, ,20,3,2,193204.p02, , , , , , , , , , , , 
193216,1,1,1,2006,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2008, ,3000, ,2, ,2, ,22,3,1,193216.p01, , , , , , , , , , , , 
193220,1,1,1,2010,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,3, ,2019,2,5000, ,2, ,2, ,25,3,1,193220.p01, , , , , , , , , , , , 
193211,1,1,1,2002,TOYOTA, ,TOYOTA,,,,1,1,11,11,3,0,0,0,0,3, ,2002, ,2000, ,2, ,1,5,10,2,1,193211.p01, , , , , , , , , , , , 
193226,2,2,2,2015,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,1, ,2015, ,3000, ,2, ,2, ,25,6,1,193226.p01, , , , , , , , , , , , 
193240,1,1,2,2013,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,3, ,2015, ,4000, ,2, ,2, ,25,5,1,193240.p01, , , , , , , , , , , , 
193227,2,2,3,2018,AUDI, ,AUDI,,,,1,1,1,1, ,0,0,0,0,2, ,2018,2,200, ,1,200,1,200,20,2,1,193227.p01, , , , , , , , , , , , 
193239,1,1,2,2010,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,3, ,2013, ,16000, ,2, ,2, ,29,2,1,193239.p01, , , , , , , , , , , , 
193253,2,2,3,2011,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2, ,0,0,0,0,3, ,2012, ,20000, ,2, ,2, ,65,3,2,193253.p02, , , , , , , , , , , , 
193246,1,1,1,2014,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,1, ,2014, ,12000, ,2, ,2, ,30,3,1,193246.p01, , , , , , , , , , , , 
193251,2,2,2,2019,BMW, ,BMW,,,,3,3,3,3, ,0,1,0,0,2, ,2019,9,10000,10,2, ,2, ,30,3,2,193251.p02, , , , , , , , , , , , 
193248,1,1,1,2017,BMW, ,BMW,,,,1,1,3,3, ,0,0,0,0,1, ,2017, ,5000, ,2, ,2, ,28,6,1,193248.p01, , , , , , , , , , , , 
193265,1,1,3,2007,TOYOTA, ,TOYOTA,,,,1,1,4,4, ,0,0,0,0,1, ,2007, ,7000, ,2, ,2, ,22,3,2,193265.p02, , , , , , , , , , , , 
193269,1,1,3,2015,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2015, ,13000, ,2, ,2, ,36,3,1,193269.p01, , , , , , , , , , , , 
193262,2,2,2,2002,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2003, ,1000, ,1,2,1,3,2,4,1,193262.p01, , , , , , , , , , , , 
193282,1,1,1,2014,FORD, ,FORD,,,,2,2,3,3, ,1,0,0,0,1, ,2014, ,7000, ,2, ,2, ,44,7,1,193282.p01, , , , , , , , , , , , 
193283,1,1,3,2007,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,3, ,2010, ,25000, ,2, ,2, ,35,4,1,193283.p01, , , , , , , , , , , , 
193278,1,1,1,2012,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2012, ,12000, ,2, ,2, ,30,3,1,193278.p01, , , , , , , , , , , , 
193284,1,1,2,2013,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,2,2, ,0,0,0,0,3, ,2014, ,1000, ,2, ,2, ,20,3,1,193284.p01, , , , , , , , , , , , 
193288,1,1,1,2017,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,19000, ,2, ,2, ,24,3,1,193288.p01, , , , , , , , , , , , 
193296,2,2,2,2006,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,1, ,2006, ,49000, ,2, ,2, ,13,6,1,193296.p01, , , , , , , , , , , , 
193316,1,1,1,2010,HYUNDAI, ,HYUNDAI,,,,1,1,2,2, ,0,0,0,0,1, ,2010, ,3000, ,2, ,2, ,22,5,1,193316.p01, , , , , , , , , , , , 
193314,2,2,2,2006,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,3, ,2010, ,20000, ,2, ,2, ,25,3,3,193314.p03, , , , , , , , , , , , 
193315,2,2,2,1994,MAZDA, ,MAZDA,,,,1,1,12,12, ,0,0,0,0,3, ,1995, ,4000, ,2, ,2, ,22,3,2,193315.p02, , , , , , , , , , , , 
193598,2,2,3,2009,NISSAN, ,NISSAN,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,13000, ,2, ,2, ,36,3,2,193598.p02, , , , , , , , , , , , 
193327,2,2,2,1998,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,1, ,1998, ,1000, ,2, ,2, ,12,2,1,193327.p01, , , , , , , , , , , , 
193330,2,2,3,2005,CHEVROLET, ,CHEVROLET,,,,1,1,12,12, ,0,0,0,0,3, ,2018,7,3000, ,2, ,2, ,16,6,2,193330.p02, , , , , , , , , , , , 
193332,1,1,1,2019,AUDI, ,AUDI,,,,1,1,5,5, ,0,0,0,0,1, ,2019,1,210, ,2, ,2, ,22,2,1,193332.p01, , , , , , , , , , , , 
193339,1,1,1,2008,CHEVROLET, ,CHEVROLET,,,,1,1,1,1, ,0,0,0,0,1, ,2008, ,47000, ,2, ,2, ,18,3,2,193339.p02, , , , , , , , , , , , 
193340,1,1,2,2013,FORD, ,FORD,,,,2,2,3,3, ,1,0,0,0,3, ,2016, ,20000, ,2, ,2, ,43,2,1,193340.p01, , , , , , , , , , , , 
193344,2,2,3,2011,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2009, ,25000, ,2, ,2, ,22,3,2,193344.p02, , , , , , , , , , , , 
193361,1,1,1,2002,CHRYSLER, ,CHRYSLER,,,,1,1,7,7, ,0,0,0,0,6, ,2016, ,1000, ,2, ,2, ,20,5,1,193361.p01, , , , , , , , , , , , 
193367,2,2,2,2015,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2018,8,10000, ,2, ,2, ,40,4,1,193367.p01, , , , , , , , , , , , 
193372,1,1,3,2016,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,3, ,2016, ,5000, ,2, ,2, ,18,4,2,193372.p02, , , , , , , , , , , , 
193368,1,1,3,2000,TOYOTA, ,TOYOTA,,,,1,1,4,4, ,0,0,0,0,1, ,2000, ,15000, ,2, ,2, ,27,6,2,193368.p02, , , , , , , , , , , , 
193390,4,4,4,2018,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2018,9,10000, ,2, ,2, ,125,4,1,193390.p01, , , , , , , , , , , , 
193375,2,2,2,2016,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,3, ,2018,12,10000, ,2, ,2, ,32,6,3,193375.p03, , , , , , , , , , , , 
193371,1,1,2,2015,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2, ,0,0,0,0,1, ,2015, ,15000, ,2, ,2, ,25,6,1,193371.p01, , , , , , , , , , , , 
193370,1,1,1,2004,MAZDA, ,MAZDA,,,,1,1,3,3, ,0,0,0,0,1, ,2004, ,14000, ,2, ,2, ,26,3,1,193370.p01, , , , , , , , , , , , 
193419,1,1,3,2009,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,3, ,2012, ,10000, ,2, ,2, ,26,3,2,193419.p02, , , , , , , , , , , , 
193399,2,2,2,2008,TOYOTA, ,TOYOTA,,,,1,1,13,13, ,0,0,0,0,1, ,2008, ,12000, ,2, ,2, ,18,4,2,193399.p02, , , , , , , , , , , , 
193398,1,1,2,2004,DODGE, ,DODGE,,,,1,1,12,12, ,0,0,0,0,1, ,2004, ,2000, ,2, ,2, ,17,3,1,193398.p01, , , , , , , , , , , , 
193402,1,1,2,2011,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,1, ,2011, ,12000, ,2, ,2, ,26,3,1,193402.p01, , , , , , , , , , , , 
193386,1,1,4,2005,ACURA, ,ACURA,,,,1,1,3,3, ,0,0,0,0,6, ,2018,2,1, ,1,1,1,1,1,1,1,193386.p01, , , , , , , , , , , , 
193386,4,4,4,2017,BENTLEY, ,BENTLEY,,,,1,1,1,1, ,0,0,0,0,5,2, , , , , , , , , , ,1,193386.p01,2016,2,1,1,1,193386.p01, ,0,0,1,0,0
193412,2,2,3,1980,CHEVROLET, ,CHEVROLET,,,,1,1,5,5,3,0,0,0,0,3, ,2002, ,500, ,2, ,2, ,13,6,1,193412.p01, , , , , , , , , , , , 
193400,3,3,3,1996,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,3, ,2003, ,4000, ,2, ,2, ,25,5,2,193400.p02, , , , , , , , , , , , 
193409,2,2,2,1980,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,6, ,2013, ,5000, ,2, ,2, ,22,6,2,193409.p02, , , , , , , , , , , , 
193417,2,2,2,2007,LEXUS, ,LEXUS,,,,1,1,7,7, ,0,0,0,0,1, ,2007, ,7000, ,2, ,2, ,20,3,2,193417.p02, , , , , , , , , , , , 
193411,2,2,2,2017,HYUNDAI, ,HYUNDAI,,,,1,1,2,2, ,0,0,0,0,3, ,2019,5,15000, ,2, ,2, ,28,5,1,193411.p01, , , , , , , , , , , , 
193414,1,1,2,2010,MITSUBISHI, ,MITSUBISHI,,,,1,1,6,6, ,0,0,0,0,1, ,2010, ,3500, ,2, ,2, ,28,1,1,193414.p01, , , , , , , , , , , , 
193422,1,1,2,2004,CHEVROLET, ,CHEVROLET,,,,1,1,5,5, ,0,0,0,0,1, ,2003, ,6000, ,2, ,2, ,19,5,1,193422.p01, , , , , , , , , , , , 
193418,1,1,3,2019,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2019,2,1000, ,2, ,2, ,27,4,1,193418.p01, , , , , , , , , , , , 
193434,1,1,1,2018,BUICK, ,BUICK,,,,1,1,6,6, ,0,0,0,0,1, ,2018,7,8000, ,2, ,2, ,25,5,1,193434.p01, , , , , , , , , , , , 
193429,2,2,2,2007,TOYOTA, ,TOYOTA,,,,1,1,7,7, ,0,0,0,0,1, ,2007, ,14000, ,2, ,2, ,18,3,2,193429.p02, , , , , , , , , , , , 
193438,1,1,3,2010,JEEP, ,JEEP,,,,1,1,7,7, ,0,0,0,0,1, ,2010, ,2000, ,2, ,2, ,10,6,1,193438.p01, , , , , , , , , , , , 
193809,2,2,2,2016,KIA, ,KIA,,,,5,5,6,6, ,0,0,0,1,2, ,2016, ,20000, ,2, ,2, ,6,3,2,193809.p02, , , , , , , , , , , , 
193437,1,1,2,2014,FORD, ,FORD,,,,1,1,8,8, ,0,0,0,0,3, ,2019,2,2000, ,2, ,2, ,22,6,1,193437.p01, , , , , , , , , , , , 
193448,1,1,1,2006,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,3, ,2009, ,1500, ,2, ,2, ,15,6,1,193448.p01, , , , , , , , , , , , 
193451,2,2,3,2010,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,3, ,2013, ,10000, ,2, ,2, ,26,2,1,193451.p01, , , , , , , , , , , , 
193447,3,3,3,2007,Other,land rover,LAND ROVER,,,,1,1,8,8,1,0,0,0,0,3, ,2012, ,5000, ,2, ,2, ,21,3,1,193447.p01, , , , , , , , , , , , 
193452,1,1,1,2017,KIA, ,KIA,,,,1,1,6,6, ,0,0,0,0,1, ,2017, ,6000, ,2, ,2, ,25,3,1,193452.p01, , , , , , , , , , , , 
193450,1,1,2,1999,JEEP, ,JEEP,,,,1,1,7,7, ,0,0,0,0,1, ,1999, ,8000, ,2, ,2, ,14,1,1,193450.p01, , , , , , , , , , , , 
193449,2,2,3,2013,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,3,3, ,0,0,0,0,3, ,2014, ,10000, ,2, ,2, ,29,3,1,193449.p01, , , , , , , , , , , , 
193475,2,2,2,1991,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,6, ,2001, ,100, ,2, ,2, ,10,6,1,193475.p01, , , , , , , , , , , , 
193482,1,1,2,2013,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,3, ,2014, ,5000, ,2, ,2, ,31,5,1,193482.p01, , , , , , , , , , , , 
193465,1,1,1,2004,JEEP, ,JEEP,,,,1,1,6,6, ,0,0,0,0,1, ,2004, ,12000, ,2, ,2, ,20,2,1,193465.p01, , , , , , , , , , , , 
193467,1,1,1,2011,ACURA, ,ACURA,,,,1,1,8,8, ,0,0,0,0,3, ,2013, ,9000, ,1,50,2, ,19,5,1,193467.p01, , , , , , , , , , , , 
