sampno,vehno,vehicle_num,num_hh_vehicles,year,make,make_other,make_clean,model,model_other,model_clean,fuel,fuel_clean,veh_type,veh_type_clean,vehicle_status,flag_hev,flag_phev,flag_fcev,flag_bev,obtain,company_car,current_acquired_year,current_acquired_month,annual_mileage,electric_percent,tnc_veh,tnc_miles,delivery,delivery_miles,mpg,replace_intent,current_primary_driver,primary_driver_id,company_acquired_year,fuel_pay,personal_miles,business_miles,company_primary_driver,company_primary_driver_id,other_drivers,behavior_1,behavior_2,behavior_3,behavior_4,behavior_5
193214,2,2,2,2003,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2003, ,7000, ,2, ,2, ,22,3,1,193214.p01, , , , , , , , , , , , 
193358,1,1,2,2009,NISSAN, ,NISSAN,,,,1,1,5,5, ,0,0,0,0,3, ,2010, ,2000, ,2, ,2, ,25,5,2,193358.p02, , , , , , , , , , , , 
193215,2,2,4,2005,CHEVROLET, ,CHEVROLET,,,,1,1,1,1, ,0,0,0,0,3, ,2018,5,1500, ,2, ,2, ,30,2,3,193215.p03, , , , , , , , , , , , 
193205,2,2,2,2016,DODGE, ,DODGE,,,,8,8,10,10, ,0,0,0,0,3, ,2016, ,10000, ,2, ,2, ,24,4,1,193205.p01, , , , , , , , , , , , 
193200,2,2,2,1980,CHEVROLET, ,CHEVROLET,,,,1,1,5,5, ,0,0,0,0,3, ,1988, ,5000, ,2, ,2, ,7,6,1,193200.p01, , , , , , , , , , , , 
193198,2,2,2,2018,LEXUS, ,LEXUS,,,,2,2,6,6, ,1,0,0,0,2, ,2018,3,15000, ,2, ,2, ,30,3,2,193198.p02, , , , , , , , , , , , 
193202,1,1,2,2019,HYUNDAI, ,HYUNDAI,,,,1,1,4,4, ,0,0,0,0,1, ,2019,3,5000, ,2, ,2, ,28,3,1,193202.p01, , , , , , , , , , , , 
193229,1,1,4,2017,CHEVROLET, ,CHEVROLET,,,,1,1,12,12, ,0,0,0,0,1, ,2017, ,12000, ,2, ,2, ,22,4,1,193229.p01, , , , , , , , , , , , 
193229,4,4,4,2005,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2016, ,8000, ,2, ,2, ,28,2,4,193229.p04, , , , , , , , , , , , 
193204,1,1,2,2018,INFINITI, ,INFINITI,,,,1,1,3,3, ,0,0,0,0,2, ,2018,11,7000, ,2, ,2, ,17,3,1,193204.p01, , , , , , , , , , , , 
193223,1,1,3,2005,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2005, ,116000, ,2, ,2, ,25,2,3,193223.p03, , , , , , , , , , , , 
193224,1,1,1,2017,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2017, ,7000, ,2, ,2, ,33,4,1,193224.p01, , , , , , , , , , , , 
193227,1,1,3,2017,JEEP, ,JEEP,,,,1,1,6,6, ,0,0,0,0,2, ,2019,2,200, ,1,28,1,30,30,2,1,193227.p01, , , , , , , , , , , , 
193239,2,2,2,2003,FORD, ,FORD,,,,1,1,5,5, ,0,0,0,0,3, ,2017, ,3000, ,2, ,2, ,23,3,2,193239.p02, , , , , , , , , , , , 
193253,1,1,3,2012,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2, ,0,0,0,0,3, ,2013, ,20000, ,2, ,2, ,65,3,1,193253.p01, , , , , , , , , , , , 
193255,1,1,3,2003,CHEVROLET, ,CHEVROLET,,,,1,1,9,9, ,0,0,0,0,1, ,2003, ,5000, ,2, ,2, ,19,3,1,193255.p01, , , , , , , , , , , , 
193251,1,1,2,2018,AUDI, ,AUDI,,,,1,1,6,6, ,0,0,0,0,2, ,2018,3,10000, ,2, ,2, ,30,2,1,193251.p01, , , , , , , , , , , , 
193260,1,1,2,2017,FORD, ,FORD,,,,1,1,6,6, ,0,0,0,0,1, ,2017, ,9000, ,2, ,2, ,24,3,2,193260.p02, , , , , , , , , , , , 
193265,3,3,3,2001,BENTLEY, ,BENTLEY,,,,1,1,4,4,1,0,0,0,0,3, ,2016, ,3500, ,2, ,2, ,16,5,1,193265.p01, , , , , , , , , , , , 
193269,3,3,3,2008,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,3, ,2014, ,20000, ,2, ,2, ,45,2,3,193269.p03, , , , , , , , , , , , 
193277,1,1,2,2009,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2009, ,12000, ,2, ,2, ,25,3,1,193277.p01, , , , , , , , , , , , 
193262,1,1,2,2009,FORD, ,FORD,,,,1,1,6,6, ,0,0,0,0,1, ,2009, ,1, ,1,1,1,1,40,2,1,193262.p01, , , , , , , , , , , , 
193271,1,1,1,2019,AUDI, ,AUDI,,,,1,1,6,6, ,0,0,0,0,2, ,2018,12,12000, ,2, ,2, ,20,3,1,193271.p01, , , , , , , , , , , , 
193275,2,2,2,2011,DODGE, ,DODGE,,,,1,1,8,8, ,0,0,0,0,1, ,2011, ,4000, ,2, ,2, ,13,3,2,193275.p02, , , , , , , , , , , , 
193283,3,3,3,2003,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2003, ,25000, ,2, ,2, ,32,2,2,193283.p02, , , , , , , , , , , , 
193276,2,2,2,2015,INFINITI, ,INFINITI,,,,2,2,3,3, ,1,0,0,0,3, ,2015, ,40000, ,2, ,2, ,40,2,1,193276.p01, , , , , , , , , , , , 
193292,1,1,1,2018,BMW, ,BMW,,,,3,3,1,1, ,0,1,0,0,2, ,2018,9,12000,40,2, ,2, ,7,2,2,193292.p02, , , , , , , , , , , , 
193293,1,1,1,2004,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2003, ,5000, ,2, ,2, ,25,5,1,193293.p01, , , , , , , , , , , , 
193305,1,1,1,2001,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2001, ,5000, ,2, ,2, ,25,1,1,193305.p01, , , , , , , , , , , , 
193299,2,2,2,2012,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2012, ,6000, ,1,10,2, ,15,7,2,193299.p02, , , , , , , , , , , , 
193303,1,1,1,2004,ACURA, ,ACURA,,,,1,1,2,2, ,0,0,0,0,1, ,2004, ,15000, ,2, ,1,5,28,1,1,193303.p01, , , , , , , , , , , , 
193309,2,2,2,2004,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,1, ,2004, ,6000, ,2, ,2, ,30,3,1,193309.p01, , , , , , , , , , , , 
193315,1,1,2,1998,MAZDA, ,MAZDA,,,,1,1,10,10, ,0,0,0,0,3, ,1999, ,5000, ,2, ,2, ,23,3,1,193315.p01, , , , , , , , , , , , 
193322,1,1,1,1992,PLYMOUTH, ,PLYMOUTH,,,,1,1,3,3, ,0,0,0,0,6, ,1995, ,3000, ,2, ,2, ,21,4,1,193322.p01, , , , , , , , , , , , 
193330,1,1,3,2014,GMC, ,GMC,,,,1,1,6,6, ,0,0,0,0,1, ,2014, ,15000, ,2, ,2, ,23,4,1,193330.p01, , , , , , , , , , , , 
193334,1,1,1,2005,JEEP, ,JEEP,,,,1,1,8,8, ,0,0,0,0,1, ,2005, ,15000, ,2, ,2, ,18,3,1,193334.p01, , , , , , , , , , , , 
193337,1,1,3,2017,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2017, ,5000, ,2, ,2, ,40,5,2,193337.p02, , , , , , , , , , , , 
193336,2,2,2,2007,INFINITI, ,INFINITI,,,,1,1,3,3, ,0,0,0,0,3, ,2009, ,3000, ,2, ,2, ,16,6,1,193336.p01, , , , , , , , , , , , 
193341,1,1,1,2017,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2017, ,1500, ,2, ,2, ,15,5,1,193341.p01, , , , , , , , , , , , 
193342,1,1,3,2017,SUBARU, ,SUBARU,,,,1,1,7,7, ,0,0,0,0,3, ,2018,10,42000, ,1,30000,2, ,32,3,1,193342.p01, , , , , , , , , , , , 
193347,1,1,2,2011,JEEP, ,JEEP,,,,1,1,6,6, ,0,0,0,0,1, ,2011, ,40000, ,2, ,2, ,40,2,2,193347.p02, , , , , , , , , , , , 
193357,2,2,2,2004,NISSAN, ,NISSAN,,,,1,1,10,10, ,0,0,0,0,1, ,2004, ,10000, ,2, ,2, ,25,6,1,193357.p01, , , , , , , , , , , , 
193352,2,2,2,2012,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,3, ,2016, ,20000, ,2, ,2, ,30,2,2,193352.p02, , , , , , , , , , , , 
193362,1,1,1,1996,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,1996, ,2000, ,2, ,2, ,23,5,1,193362.p01, , , , , , , , , , , , 
193372,3,3,3,2000,TOYOTA, ,TOYOTA,,,,1,1,1,1, ,0,0,0,0,1, ,2000, ,2000, ,2, ,2, ,40,6,1,193372.p01, , , , , , , , , , , , 
193368,3,3,3,2005,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,3, ,2019,1,5000, ,2, ,2, ,27,6,1,193368.p01, , , , , , , , , , , , 
193366,1,1,1,2009,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,2, ,2009, ,12000, ,2, ,2, ,20,2,2,193366.p02, , , , , , , , , , , , 
193382,2,2,2,2002,CHEVROLET, ,CHEVROLET,,,,1,1,9,9, ,0,0,0,0,1, ,2002, ,7000, ,2, ,2, ,17,3,1,193382.p01, , , , , , , , , , , , 
193390,1,1,4,2006,TOYOTA, ,TOYOTA,,,,2,2,8,8, ,1,0,0,0,1, ,2006, ,3000, ,2, ,1,300,26,3,3,193390.p03, , , , , , , , , , , , 
193374,1,1,1,2010,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,3, ,2013, ,7000, ,2, ,2, ,25,1,1,193374.p01, , , , , , , , , , , , 
193419,3,3,3,1994,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,1, ,1994, ,1000, ,2, ,2, ,22,7,1,193419.p01, , , , , , , , , , , , 
193399,1,1,2,2003,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2004, ,13500, ,2, ,2, ,24,2,1,193399.p01, , , , , , , , , , , , 
193387,1,1,1,1997,NISSAN, ,NISSAN,,,,1,1,7,7, ,0,0,0,0,3, ,2003, ,15000, ,2, ,2, ,15,2,1,193387.p01, , , , , , , , , , , , 
193391,1,1,1,2017,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,1, ,2017, ,5000, ,2, ,2, ,28,5, , , , , , , , , , , , , , 
193407,2,2,2,2000,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,1, ,2000, ,2000, ,2, ,2, ,21,2,2,193407.p02, , , , , , , , , , , , 
193424,1,1,4,2016,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,3, ,2019,4,12000, ,2, ,2, ,32,5,1,193424.p01, , , , , , , , , , , , 
193386,3,3,4,2015,ASTON MARTIN, ,ASTON MARTIN,,,,1,1,5,5, ,0,0,0,0,5,1,2016, ,1, ,2, ,2, ,1,4,1,193386.p01, , , , , , , , , , , , 
193424,4,4,4,2010,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2010, ,10000, ,2, ,2, ,33,6,2,193424.p02, , , , , , , , , , , , 
193412,1,1,3,2016,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2016, ,10000, ,2, ,2, ,48,5,1,193412.p01, , , , , , , , , , , , 
193413,2,2,2,2015,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,18000, ,2, ,2, ,32,3,1,193413.p01, , , , , , , , , , , , 
193417,1,1,2,2017,HONDA, ,HONDA,,,,1,1,13,13, ,0,0,0,0,1, ,2017, ,7000, ,2, ,2, ,23,4,1,193417.p01, , , , , , , , , , , , 
193411,1,1,2,2001,CADILLAC, ,CADILLAC,,,,1,1,4,4, ,0,0,0,0,6, ,2013, ,2400, ,2, ,2, ,24,3,2,193411.p02, , , , , , , , , , , , 
193432,1,1,3,2011,VOLVO, ,VOLVO,,,,1,1,6,6, ,0,0,0,0,3, ,2017, ,30000, ,2, ,2, ,24,3,2,193432.p02, , , , , , , , , , , , 
193421,1,1,1,2012,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2011, ,4000, ,2, ,2, ,30,5,1,193421.p01, , , , , , , , , , , , 
193423,1,1,1,2014,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,3, ,2017, ,3000, ,2, ,2, ,25,3,1,193423.p01, , , , , , , , , , , , 
193430,2,2,2,2015,LEXUS, ,LEXUS,,,,2,2,2,2, ,1,0,0,0,1, ,2015, ,10000, ,2, ,2, ,48,3,2,193430.p02, , , , , , , , , , , , 
193809,1,1,2,2008,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,3, ,2012, ,20000, ,2, ,2, ,25,3,1,193809.p01, , , , , , , , , , , , 
193436,1,1,1,2017,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2, ,0,0,0,0,2, ,2017, ,5500, ,2, ,2, ,35,2,1,193436.p01, , , , , , , , , , , , 
193523,1,1,3,2016,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2016, ,12000, ,2, ,2, ,32,6,2,193523.p02, , , , , , , , , , , , 
193440,2,2,2,2010,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,3, ,2013, ,7000, ,2, ,2, ,17,4,2,193440.p02, , , , , , , , , , , , 
193459,2,2,3,2006,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2006, ,5000, ,2, ,2, ,22,4,2,193459.p02, , , , , , , , , , , , 
193455,3,3,4,2009,MINI, ,MINI,,,,1,1,1,1, ,0,0,0,0,3, ,2014, ,15000, ,2, ,2, ,30,3,2,193455.p02, , , , , , , , , , , , 
193447,2,2,3,2006,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,1, ,2006, ,6000, ,2, ,2, ,23,3,2,193447.p02, , , , , , , , , , , , 
193443,1,1,1,2016,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,3, ,2017, ,6000, ,2, ,2, ,18,3,1,193443.p01, , , , , , , , , , , , 
193454,2,2,2,2003,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,5,5, ,0,0,0,0,1, ,2003, ,6000, ,2, ,2, ,22,6,2,193454.p02, , , , , , , , , , , , 
193475,1,1,2,1999,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,1999, ,6000, ,2, ,2, ,19,3,1,193475.p01, , , , , , , , , , , , 
193460,1,1,1,2016,CADILLAC, ,CADILLAC,,,,1,1,4,4, ,0,0,0,0,1, ,2016, ,5000, ,2, ,2, ,20,5,1,193460.p01, , , , , , , , , , , , 
193468,2,2,2,2006,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,3, ,2010, ,15000, ,2, ,2, ,19,2,2,193468.p02, , , , , , , , , , , , 
193463,1,1,1,2004,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,3, ,2009, ,35000, ,2, ,2, ,19,2,1,193463.p01, , , , , , , , , , , , 
193470,2,2,2,2008,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,3, ,2009, ,5000, ,2, ,2, ,19,2,2,193470.p02, , , , , , , , , , , , 
193469,1,1,1,2015,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,35000, ,2, ,2, ,25,6,1,193469.p01, , , , , , , , , , , , 
193473,3,3,5,1996,FORD, ,FORD,,,,1,1,12,12, ,0,0,0,0,1, ,1996, ,1500, ,2, ,2, ,25,7,3,193473.p03, , , , , , , , , , , , 
193480,2,2,2,2013,LINCOLN, ,LINCOLN,,,,1,1,4,4, ,0,0,0,0,1, ,2013, ,5000, ,2, ,2, ,15,3,2,193480.p02, , , , , , , , , , , , 
193484,1,1,2,2015,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,1000, ,2, ,2, ,32,6,2,193484.p02, , , , , , , , , , , , 
193477,1,1,2,2019,FORD, ,FORD,,,,1,1,8,8, ,0,0,0,0,1, ,2019,12,10000, ,2, ,2, ,25,5,2,193477.p02, , , , , , , , , , , , 
193479,1,1,2,2008,FORD, ,FORD,,,,1,1,5,5, ,0,0,0,0,1, ,2008, ,10000, ,2, ,2, ,12,6,1,193479.p01, , , , , , , , , , , , 
193486,2,2,2,2008,PONTIAC, ,PONTIAC,,,,1,1,7,7, ,0,0,0,0,3, ,2010, ,12000, ,2, ,2, ,20,1,1,193486.p01, , , , , , , , , , , , 
193491,1,1,3,1998,BUICK, ,BUICK,,,,1,1,3,3, ,0,0,0,0,3, ,2001, ,5000, ,2, ,2, ,19,6,1,193491.p01, , , , , , , , , , , , 
193492,2,2,2,2019,FORD, ,FORD,,,,3,3,3,3, ,0,1,0,0,2, ,2019,5,8500,30,2, ,2, ,35,3,2,193492.p02, , , , , , , , , , , , 
193489,1,1,3,2018,KIA, ,KIA,,,,2,2,6,6, ,1,0,0,0,1, ,2019,1,25000, ,2, ,2, ,50,5,1,193489.p01, , , , , , , , , , , , 
193525,3,3,5,2017,HYUNDAI, ,HYUNDAI,,,,1,1,4,4, ,0,0,0,0,3, ,2018,10,4000, ,2, ,2, ,24,5,1,193525.p01, , , , , , , , , , , , 
193509,1,1,1,2006,CHRYSLER, ,CHRYSLER,,,,1,1,7,7, ,0,0,0,0,1, ,2006, ,2500, ,2, ,2, ,25,6,1,193509.p01, , , , , , , , , , , , 
193505,1,1,3,2017,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,2, ,2017, ,24000, ,2, ,2, ,24,2,3,193505.p03, , , , , , , , , , , , 
193513,1,1,1,2009,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2017, ,12000, ,2, ,2, ,32,3,1,193513.p01, , , , , , , , , , , , 
193535,2,2,3,1997,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,2, ,1997, ,5000, ,2, ,2, ,14,3,1,193535.p01, , , , , , , , , , , , 
193515,2,2,3,2013,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,3, ,2015, ,27000, ,2, ,2, ,26,3,2,193515.p02, , , , , , , , , , , , 
193585,1,1,1,2016,DODGE, ,DODGE,,,,1,1,13,13,2,0,0,0,0,1, ,2016, ,2500, ,1,50,1,5,36,3,1,193585.p01, , , , , , , , , , , , 
193524,2,2,2,2005,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,3, ,2010, ,10000, ,2, ,2, ,25,3,2,193524.p02, , , , , , , , , , , , 
193527,1,1,2,2016,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2016, ,25000, ,2, ,2, ,35,6,1,193527.p01, , , , , , , , , , , , 
193522,2,2,3,2016,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,3, ,2017, ,10000, ,2, ,2, ,18,5,1,193522.p01, , , , , , , , , , , , 
193536,1,1,2,2014,FORD, ,FORD,,,,1,1,8,8, ,0,0,0,0,1, ,2013, ,12000, ,2, ,2, ,20,3,2,193536.p02, , , , , , , , , , , , 
193531,1,1,2,2014,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2014, ,15000, ,2, ,2, ,25,4,1,193531.p01, , , , , , , , , , , , 
193547,3,3,3,2003,TOYOTA, ,TOYOTA,,,,1,1,5,5, ,0,0,0,0,1, ,2003, ,3000, ,2, ,2, ,32,6,1,193547.p01, , , , , , , , , , , , 
193554,2,2,5,2008,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,3, ,2018,2,10000, ,2, ,2, ,26,3,1,193554.p01, , , , , , , , , , , , 
193554,5,5,5,2016,FORD, ,FORD,,,,1,1,2,2, ,0,0,0,0,3, ,2018,9,12000, ,2, ,2, ,26,3,4,193554.p04, , , , , , , , , , , , 
193581,2,2,4,2010,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,3, ,2013, ,6000, ,2, ,2, ,15,4,2,193581.p02, , , , , , , , , , , , 
193552,1,1,1,2014,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2014, ,47000, ,2, ,2, ,35,4,1,193552.p01, , , , , , , , , , , , 
193545,2,2,2,1980,FORD, ,FORD,,,,1,1,5,5, ,0,0,0,0,1, ,1980, ,1, ,2, ,2, ,12,6,1,193545.p01, , , , , , , , , , , , 
193543,1,1,1,2016,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,9000, ,2, ,2, ,26,3,1,193543.p01, , , , , , , , , , , , 
193569,1,1,5,2004,FORD, ,FORD,,,,1,1,11,11, ,0,0,0,0,3, ,2007, ,1200, ,2, ,2, ,15,3,1,193569.p01, , , , , , , , , , , , 
193569,4,4,5,2005,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,6, ,2017, ,1500, ,2, ,2, ,20,3,5,193569.p05, , , , , , , , , , , , 
193568,1,1,2,2017,KIA, ,KIA,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,6000, ,2, ,2, ,32,4,2,193568.p02, , , , , , , , , , , , 
193577,1,1,1,2013,NISSAN, ,NISSAN,,,,1,1,6,6, ,0,0,0,0,1, ,2013, ,3000, ,2, ,2, ,22,2,1,193577.p01, , , , , , , , , , , , 
193792,2,2,2,2003,LINCOLN, ,LINCOLN,,,,1,1,8,8, ,0,0,0,0,3, ,2008, ,2000, ,2, ,2, ,28,4,1,193792.p01, , , , , , , , , , , , 
193574,2,2,2,2018,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,8,8, ,0,0,0,0,1, ,2018,6,3000, ,2, ,2, ,20,4,2,193574.p02, , , , , , , , , , , , 
193576,1,1,2,2018,FORD, ,FORD,,,,1,1,8,8, ,0,0,0,0,3, ,2018,8,10000, ,2, ,2, ,18,3,2,193576.p02, , , , , , , , , , , , 
193583,1,1,2,2013,TOYOTA, ,TOYOTA,,,,2,2,7,7, ,1,0,0,0,3, ,2017, ,10000, ,2, ,2, ,45,4,1,193583.p01, , , , , , , , , , , , 
193575,1,1,2,2018,BMW, ,BMW,,,,1,1,3,3, ,0,0,0,0,2, ,2018,2,23, ,1,12,1,23,12,1,1,193575.p01, , , , , , , , , , , , 
193637,1,1,1,2012,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,1, ,2012, ,8000, ,2, ,2, ,20,4,1,193637.p01, , , , , , , , , , , , 
193631,2,2,2,2013,HYUNDAI, ,HYUNDAI,,,,1,1,2,2, ,0,0,0,0,3, ,2015, ,1000, ,2, ,2, ,30,2,1,193631.p01, , , , , , , , , , , , 
193617,3,3,3,2009,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,3, ,2009, ,400, ,2, ,2, ,35,7,2,193617.p02, , , , , , , , , , , , 
193641,2,2,2,2011,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,7200, ,2, ,2, ,30,3,1,193641.p01, , , , , , , , , , , , 
193616,1,1,2,2019,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2018,10,1500, ,2, ,2, ,20,4,2,193616.p02, , , , , , , , , , , , 
193627,2,2,2,2007,DODGE, ,DODGE,,,,1,1,13,13, ,0,0,0,0,1, ,2008, ,3000, ,2, ,2, ,18,6,2,193627.p02, , , , , , , , , , , , 
193636,1,1,1,2016,HYUNDAI, ,HYUNDAI,,,,1,1,2,2, ,0,0,0,0,3, ,2018,7,12000, ,2, ,2, ,32,3,1,193636.p01, , , , , , , , , , , , 
193647,1,1,3,2015,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,3, ,2017, ,8000, ,2, ,2, ,25,2,1,193647.p01, , , , , , , , , , , , 
193629,2,2,2,2007,TOYOTA, ,TOYOTA,,,,1,1,13,13, ,0,0,0,0,1, ,2007, ,800, ,2, ,2, ,23,6,1,193629.p01, , , , , , , , , , , , 
193632,1,1,1,2015,ACURA, ,ACURA,,,,1,1,2,2, ,0,0,0,0,3, ,2018,6,20000, ,2, ,2, ,23,6,1,193632.p01, , , , , , , , , , , , 
193650,1,1,1,2006,PONTIAC, ,PONTIAC,,,,1,1,1,1, ,0,0,0,0,3, ,2008, ,3000, ,2, ,2, ,34,4,2,193650.p02, , , , , , , , , , , , 
193646,3,3,3,2003,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,1,1, ,0,0,0,0,1, ,2003, ,1500, ,2, ,2, ,50,6,1,193646.p01, , , , , , , , , , , , 
193643,1,1,2,2005,FORD, ,FORD,,,,1,1,5,5, ,0,0,0,0,1, ,2005, ,3000, ,2, ,2, ,16,2,1,193643.p01, , , , , , , , , , , , 
193633,2,2,2,2004,SATURN, ,SATURN,,,,1,1,3,3, ,0,0,0,0,1, ,2004, ,500, ,2, ,2, ,20,6,1,193633.p01, , , , , , , , , , , , 
193640,2,2,2,2017,LEXUS, ,LEXUS,,,,1,1,2,2, ,0,0,0,0,1, ,2016, ,14000, ,2, ,2, ,38,3,1,193640.p01, , , , , , , , , , , , 
193662,2,2,3,2001,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,3, ,2002, ,5000, ,2, ,2, ,15,1,2,193662.p02, , , , , , , , , , , , 
193668,1,1,3,2014,BMW, ,BMW,,,,1,1,3,3,2,0,0,0,0,2, ,2014, ,8000, ,2, ,2, ,24,1,2,193668.p02, , , , , , , , , , , , 
193665,1,1,1,2004,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,3, ,2007, ,30000, ,2, ,2, ,23,4,1,193665.p01, , , , , , , , , , , , 
193660,2,2,2,2005,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2005, ,10000, ,2, ,2, ,26,2,2,193660.p02, , , , , , , , , , , , 
193661,2,2,2,2016,LEXUS, ,LEXUS,,,,1,1,4,4, ,0,0,0,0,2, ,2016, ,10000, ,2, ,2, ,25,1,2,193661.p02, , , , , , , , , , , , 
193678,1,1,1,2006,CHEVROLET, ,CHEVROLET,,,,1,1,3,3, ,0,0,0,0,3, ,2019,1,12000, ,2, ,2, ,16,6,1,193678.p01, , , , , , , , , , , , 
193718,2,2,4,2014,SUBARU, ,SUBARU,,,,1,1,2,2, ,0,0,0,0,3, ,2017, ,6000, ,2, ,2, ,30,3,3,193718.p03, , , , , , , , , , , , 
193679,1,1,2,2007,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,1, ,2007, ,10000, ,2, ,2, ,25,2,2,193679.p02, , , , , , , , , , , , 
193705,1,1,5,2009,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2009, ,7000, ,2, ,2, ,25,3,1,193705.p01, , , , , , , , , , , , 
193705,4,4,5,2003,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,8,8, ,0,0,0,0,3, ,2014, ,2000, ,2, ,2, ,15,7,1,193705.p01, , , , , , , , , , , , 
193682,1,1,1,2012,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,3, ,2017, ,12000, ,2, ,2, ,20,3,1,193682.p01, , , , , , , , , , , , 
193690,1,1,2,2018,SUBARU, ,SUBARU,,,,1,1,7,7, ,0,0,0,0,1, ,2018,3,20000, ,2, ,2, ,29,4,1,193690.p01, , , , , , , , , , , , 
