sampno,perid,perno,relationship,gender,employment,student,education,license,vehno,vehicle_string,drive_freq,transit_freq,tnc_freq,job_type,work_mode,work_distance,work_days,school_mode,school_distance,ethnicity,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_6_x
193063,193063.p03,3,2,2,4,4,4,1,193063.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193091,193091.p01,1,8,2,5,4,6,1,193091.v01,,2,0,0,3, , , , , ,1,0,0,0,0,1,0,0, 
193061,193061.p02,2,1,2,4,4,4,1,193061.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193067,193067.p01,1,8,2,4,4,6,1,193067.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193065,193065.p01,1,8,1,2,4,4,2, ,, ,4,0,1,8,15,2, , ,2,0,0,0,0,1,0,0, 
193070,193070.p01,1,8,1,5,4,7,1,193070.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193076,193076.p01,1,8,2,2,4,8,1,193076.v01,,2,0,0,1,4,0.1,2, , ,2,0,0,0,0,1,0,0, 
193070,193070.p02,2,1,2,2,4,5,1,193070.v01,,3,0,0,4, , , , , ,2,0,0,0,0,1,0,0, 
193076,193076.p02,2,2,1,4,4,5,1,193076.v02,,3,0,0, , , , , , ,2,0,0,1,0,1,0,0, 
193071,193071.p01,1,8,3,1,4,6,1, ,,2,1,4,1,2,6,1, , ,2,0,0,1,0,0,0,0, 
193071,193071.p02,2,5,1,1,1,2,1, ,,1,1,1,1,2,1,1,2,0,2,0,0,1,0,0,0,0, 
193069,193069.p01,1,8,3,4,4,6,1, ,,4,1,1, , , , , , ,2,0,1,0,0,0,0,0, 
193069,193069.p02,2,3,4,4,4,8,1,193069.v02,,2,1,1, , , , , , ,2,0,0,0,0,1,0,0, 
193075,193075.p01,1,8,2,1,4,8,1,193075.v01,,1,0,0,1,1,20,5, , ,2,0,0,0,0,1,0,0, 
193082,193082.p01,1,8,2,2,4,4,1,193082.v01,,1,0,0,1,1,7,3, , ,2,0,0,0,0,1,0,0, 
193073,193073.p01,1,8,3,2,4,8,1,193073.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193121,193121.p02,2,1,1,1,4,1,1,193121.v02,,1,0,0,2,1,20,7, , ,2,0,0,0,0,1,0,0, 
193074,193074.p01,1,8,2,1,4,8,1,193074.v01,,1,0,0,2,1,20,1, , ,2,0,0,0,0,1,0,0, 
193083,193083.p01,1,8,2,4,4,4,1,193083.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193083,193083.p02,2,2,1,4,4,4,1, ,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193083,193083.p03,3,2,1,1,4,6,1, ,,1,0,0,1,1,30,5, , ,2,0,0,0,0,1,0,0, 
193080,193080.p02,2,5,4,4,4,1,1, ,,4,0,0, , , , , , ,3,0,0,0,0,0,0,1, 
193090,193090.p01,1,8,2,4,4,8,1,193090.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193086,193086.p02,2,1,2,4,4,2,1,193086.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193087,193087.p01,1,8,1,4,4,4,1,193087.v02,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193085,193085.p01,1,8,2,1,4,8,1,193085.v01,,1,0,0,1,1,5,4, , ,2,0,1,0,0,1,0,0, 
193092,193092.p01,1,8,1,4,4,6,1,193092.v03,,2,2,0, , , , , , ,2,0,1,0,0,0,0,0, 
193087,193087.p02,2,1,2,1,4,2,1,193087.v01,,1,0,0,1,1,60,5, , ,2,0,0,0,0,1,0,0, 
193092,193092.p02,2,1,2,1,4,8,1,193092.v02,,1,0,0,2,1,5,6, , ,2,0,1,0,0,0,0,0, 
193081,193081.p02,2,1,1,1,4,2,1,193081.v02,,1,0,0,2,1,20,5, , ,2,0,0,0,0,1,0,0, 
193088,193088.p03,3,2,1,2,4,2,1, ,,4,0,0,1,4,1,4, , ,2,0,0,0,0,1,0,0, 
193095,193095.p01,1,8,1,1,4,5,1,193095.v02,,1,0,0,1,1,32,5, , ,2,0,1,0,0,0,0,0, 
193089,193089.p02,2,1,2,4,4,2,1, ,,4,0,0, , , , , , ,1,0,0,0,0,1,0,0, 
193095,193095.p02,2,1,2,4,4,2,1,193095.v01,,2,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193099,193099.p01,1,8,2,5,4,6,1,193099.v01,,2,0,0,3, , , , , ,1,0,0,0,0,1,0,0, 
193094,193094.p02,2,1,1,2,4,5,1,193094.v02,,1,0,0,1,1,0,0, , ,1,0,0,0,0,1,0,0, 
193094,193094.p03,3,2,2,2,1,6,2, ,, ,5,0,1,3,0,0,3,0,2,0,0,0,0,1,0,0, 
193097,193097.p01,1,8,2,4,4,2,1,193097.v01,,3,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193097,193097.p02,2,1,1,1,4,2,1,193097.v01,,1,0,0,1,1,6,5, , ,2,0,0,0,0,1,0,0, 
193097,193097.p03,3,2,1,1,4,2,2, ,, ,5,0,1,8,25,5, , ,2,0,0,0,0,1,0,0, 
193118,193118.p01,1,8,2,4,4,6,1,193118.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193118,193118.p02,2,1,1,4,4,2,1,193118.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193101,193101.p02,2,1,1,1,4,4,1,193101.v01,,1,0,0,2,1,50,5, , ,2,0,0,0,0,1,0,0, 
193113,193113.p02,2,1,1,4,4,2,1,193113.v03,,1,0,0, , , , , , ,1,0,0,0,0,0,1,0,hispanic
193113,193113.p03,3,2,1,2,4,6,1,193113.v01,,1,0,0,1,18,15,5, , ,1,0,0,1,0,0,0,0, 
193098,193098.p01,1,8,1,1,4,7,1,193098.v01,,1,0,0,1,1,28,5, , ,2,0,0,0,0,1,0,0, 
193106,193106.p01,1,8,2,1,4,8,1,193106.v01,,1,0,2,4, , , , , ,2,0,0,0,0,1,0,0, 
193098,193098.p02,2,1,2,1,4,2,1, ,,1,0,0,1,1,30,5, , ,2,0,0,0,0,1,0,0, 
193105,193105.p01,1,8,2,4,4,6,1,193105.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193102,193102.p01,1,8,1,4,4,4,1,193102.v02,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193112,193112.p01,1,8,2,4,4,8,1,193112.v01,,1,4,0, , , , , , ,2,0,0,0,0,1,0,0, 
193111,193111.p01,1,8,2,1,4,8,1,193111.v01,,1,0,0,1,1,10,5, , ,2,0,0,0,0,1,0,0, 
193109,193109.p01,1,8,2,4,4,4,1,193109.v01,,2,2,4, , , , , , ,2,0,0,0,0,1,0,0, 
193104,193104.p01,1,8,2,4,4,5,1,193104.v01,,1,0,0, , , , , , ,2,0,0,0,0,0,0,1, 
193109,193109.p02,2,1,1,4,4,6,1,193109.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193104,193104.p02,2,1,1,1,4,6,1,193104.v01,,1,0,0,1,1,17,5, , ,2,0,0,0,0,0,0,1, 
193109,193109.p03,3,3,2,4,4,1,1, ,,4,2,4, , , , , , ,2,0,0,0,0,1,0,0, 
193108,193108.p01,1,8,2,4,4,4,2, ,, ,0,0, , , , , , ,2,1,0,0,0,1,0,0, 
193107,193107.p01,1,8,1,4,4,8,1,193107.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193108,193108.p02,2,2,2,4,4,4,2, ,, ,0,0, , , , , , ,2,0,0,0,1,0,0,0, 
193107,193107.p02,2,1,2,4,4,6,1,193107.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193117,193117.p01,1,8,1,1,4,1,1,193117.v03,,1,0,0,2,1,90,5, , ,3,0,0,0,0,0,0,1, 
193117,193117.p02,2,1,2,4,4,1,1,193117.v01,,1,0,0, , , , , , ,3,0,0,0,0,0,0,1, 
193120,193120.p01,1,8,2,2,4,6,1,193120.v01,,1,0,0,2,1,20,2, , ,2,0,0,0,0,1,0,0, 
193113,193113.p04,4,2,1,2,4,2,2, ,, ,0,0,1,18,15,3, , ,1,0,0,1,0,0,0,0, 
193122,193122.p01,1,8,1,4,4,6,1, ,,4,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193124,193124.p02,2,1,1,4,4,3,1,193124.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193123,193123.p01,1,8,2,5,4,6,1,193123.v01,,1,0,0,2,1,5,5, , ,2,0,0,0,0,1,0,0, 
193153,193153.p03,3,2,1,4,2,4,2, ,, ,1,0, , , , ,2,20,1,1,0,1,0,0,0,0, 
193126,193126.p01,1,8,2,1,4,6,1,193126.v01,,3,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193130,193130.p02,2,2,1,2,2,5,1, ,,2,0,0,1,5,0,3,5,2.3,2,0,0,0,0,1,0,0, 
193130,193130.p03,3,2,2,4,4,1,2, ,, ,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193130,193130.p04,4,2,2,4,4,2,1, ,,4,0,0, , , , , , ,2,1,0,0,0,1,0,0, 
193130,193130.p05,5,6,1,2,4,4,1, ,,2,0,0,4, , , , , ,2,0,0,0,0,1,1,0,Russian
193127,193127.p02,2,1,1,1,4,5,1,193127.v02,,1,0,0,1,18,3,5, , ,2,0,0,0,0,1,0,0, 
193125,193125.p01,1,8,2,1,4,8,1,193125.v01,,1,0,0,1,1,10,5, , ,2,0,1,0,0,0,0,0, 
193131,193131.p03,3,2,1,2,4,2,1, ,,4,4,0,1,8,15,4, , ,2,0,0,0,0,1,0,0, 
193129,193129.p01,1,8,2,1,4,8,1,193129.v01,,1,0,0,1,1,33,5, , ,2,0,1,0,0,0,0,0, 
193129,193129.p02,2,1,1,4,4,5,1,193129.v02,,1,0,0, , , , , , ,2,0,0,1,0,0,0,0, 
193129,193129.p03,3,2,1,1,4,8,1, ,,1,0,0,1,1,3,5, , ,2,0,1,1,0,0,0,0, 
193458,193458.p01,1,8,2,4,4,5,1,193458.v02,,2,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193137,193137.p01,1,8,2,1,4,7,1,193137.v01,,1,3,3,1,1,20,6, , ,2,0,0,0,0,1,0,0, 
193458,193458.p02,2,1,1,4,4,6,1,193458.v01,,2,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193137,193137.p02,2,1,1,1,4,8,1, ,,3,5,5,1,14,10,5, , ,2,0,0,0,0,1,0,0, 
193135,193135.p02,2,1,1,4,4,3,2, ,, ,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193136,193136.p01,1,8,2,4,4,5,1, ,,4,10,4, , , , , , ,2,0,0,0,0,1,0,0, 
193136,193136.p02,2,3,2,4,4,2,1,193136.v01,,3,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193140,193140.p01,1,8,2,4,4,8,1,193140.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193134,193134.p01,1,8,2,1,4,6,1,193134.v01,,1,0,0,1,1,12,5, , ,2,0,1,0,0,0,0,0, 
193152,193152.p02,2,1,2,4,4,4,1,193152.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193181,193181.p03,3,2,1,1,4,3,1,193181.v03,,3,0,0,2,18,30,5, , ,2,0,0,0,0,1,0,0, 
193185,193185.p01,1,8,2,2,4,4,1,193185.v01,,2,0,0,2,1,60,3, , ,2,0,0,0,0,1,0,0, 
193167,193167.p01,1,8,1,1,4,8,1,193167.v01,,1,8,0,1,12,20,5, , ,2,0,1,0,0,0,0,0, 
193141,193141.p01,1,8,2,4,4,2,2, ,, ,16,0, , , , , , ,2,0,0,0,0,1,0,0, 
193143,193143.p01,1,8,2,2,4,8,1,193143.v01,,1,0,0,1,1,5,4, , ,2,0,0,0,0,1,0,0, 
193151,193151.p01,1,8,2,2,4,8,1,193151.v01,,1,0,0,2,1,4,4, , ,2,0,0,0,0,1,0,0, 
193148,193148.p01,1,8,2,4,4,5,2, ,, ,2,1, , , , , , ,2,0,0,0,0,1,0,0, 
193144,193144.p02,2,1,1,1,4,5,1,193144.v02,,1,0,0,1,1,5,5, , ,2,0,0,0,0,1,0,0, 
193149,193149.p01,1,8,1,4,4,8,1,193149.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193149,193149.p02,2,1,2,4,4,8,1,193149.v02,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193145,193145.p01,1,8,1,1,4,6,1,193145.v01,,1,2,2,1,1,2,2, , ,1,0,0,0,0,1,0,0, 
193153,193153.p01,1,8,2,1,4,4,1,193153.v01,,1,5,0,1,1,1,5, , ,1,1,0,1,0,0,0,0, 
193145,193145.p02,2,1,2,4,4,6,2, ,, ,2,2, , , , , , ,1,0,0,0,0,1,0,0, 
193155,193155.p01,1,8,2,4,4,4,1,193155.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193164,193164.p02,2,1,1,4,4,8,1,193164.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193154,193154.p01,1,8,2,4,4,5,1,193154.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193156,193156.p01,1,8,2,1,4,6,1,193156.v01,,1,0,0,2,1,5,7, , ,2,0,0,0,0,1,0,0, 
193157,193157.p01,1,8,2,1,4,6,1,193157.v01,,1,0,0,1,1,12,5, , ,2,0,0,0,0,1,0,0, 
193156,193156.p02,2,1,1,1,4,4,1,193156.v02,,1,0,0,2,1,4,6, , ,2,0,0,0,0,1,0,0, 
193163,193163.p01,1,8,2,4,4,8,1,193163.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193162,193162.p01,1,8,1,4,4,3,1,193162.v01,,2,2,0, , , , , , ,2,0,0,0,1,0,0,0, 
193168,193168.p01,1,8,1,4,3,8,1,193168.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193162,193162.p02,2,6,1,4,4,3,1,193162.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193161,193161.p02,2,2,1,4,4,2,1,193161.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193166,193166.p01,1,8,1,4,4,6,1,193166.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193166,193166.p02,2,1,2,4,4,8,2, ,, ,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193179,193179.p02,2,3,2,4,4,2,1,193179.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193180,193180.p01,1,8,2,1,4,7,1,193180.v01,,1,0,1,1,1,22,5, , ,2,0,0,0,0,1,0,0, 
193171,193171.p01,1,8,1,4,4,8,1,193171.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193180,193180.p03,3,2,1,2,1,2,1,193180.v04,,1,0,0,1,1,3,3,1,9,2,0,0,0,0,1,0,0, 
193174,193174.p02,2,1,2,1,4,5,1,193174.v02,,1,0,0,1,1,6,4, , ,2,0,1,0,0,0,0,0, 
193187,193187.p01,1,8,1,4,4,8,1,193187.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193183,193183.p01,1,8,2,2,4,7,1,193183.v01,,1,0,0,2,1,13,2, , ,2,0,0,0,0,0,1,0,lebanese
193176,193176.p01,1,8,2,4,4,6,1,193176.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193188,193188.p01,1,8,2,2,4,8,1,193188.v01,,1,0,0,1,1,11,3, , ,2,0,0,0,0,1,0,0, 
193188,193188.p02,2,1,1,4,4,8,1,193188.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193175,193175.p02,2,1,2,1,4,6,1,193175.v02,,1,0,0,1,1,20,5, , ,2,0,0,0,0,1,0,0, 
193194,193194.p02,2,1,2,4,2,4,1,193194.v02,,1,0,0, , , , ,1,5,2,0,1,0,0,0,0,0, 
193182,193182.p01,1,8,1,4,4,6,1,193182.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193175,193175.p03,3,2,2,1,4,6,1,193175.v01,,1,0,0,1,1,20,5, , ,2,0,0,0,0,1,0,0, 
193182,193182.p02,2,1,2,4,4,4,1,193182.v01,,2,0,0, , , , , , ,1,0,0,0,0,1,0,0, 
193178,193178.p02,2,1,1,1,4,8,1,193178.v02,,1,1,1,1,1,10,5, , ,2,0,0,0,0,1,0,0, 
193186,193186.p01,1,8,1,2,4,6,1,193186.v01,,1,0,0,2,1,8,3, , ,2,0,0,0,0,1,0,0, 
193222,193222.p01,1,8,2,4,2,6,1,193222.v01,,2,0,0, , , , ,1,18,2,0,1,0,0,0,0,0, 
193190,193190.p02,2,2,1,4,4,2,2, ,, ,4,0, , , , , , ,2,0,0,0,0,1,0,0, 
193252,193252.p01,1,8,2,1,1,5,1,193252.v01,,1,0,0,1,1,25,4,17,0,2,0,0,0,0,1,0,0, 
193214,193214.p01,1,8,1,4,4,7,1,193214.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193184,193184.p01,1,8,2,1,2,2,1, ,,3,7,2,2,8,3,5,7,5,2,0,1,0,0,0,0,0, 
193184,193184.p02,2,4,2,1,4,6,1, ,,3,7,5,2,8,7,7, , ,2,0,1,0,0,0,0,0, 
193191,193191.p01,1,8,2,2,4,6,1,193191.v01,,1,0,0,1,1,16,4, , ,2,0,0,0,0,1,0,0, 
193358,193358.p01,1,8,2,4,4,4,1,193358.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193193,193193.p02,2,1,1,1,4,7,1,193193.v02,,1,0,0,1,1,20,5, , ,2,0,0,0,0,1,0,0, 
193199,193199.p03,3,2,2,4,1,2,1, ,,3,0,0, , , , ,17,0,2,0,0,0,0,1,0,0, 
193205,193205.p01,1,8,1,1,4,6,1,193205.v02,,1,0,0,1,1,7,5, , ,2,0,0,0,0,1,0,0, 
193209,193209.p01,1,8,2,3,4,6,1,193209.v01,,1,0,1,2,3,10,5, , ,2,0,0,0,0,1,0,0, 
193197,193197.p01,1,8,1,1,4,6,1,193197.v01,,1,0,0,1,1,13,5, , ,2,0,0,1,0,0,0,0, 
193215,193215.p02,2,1,2,4,4,3,1,193215.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193207,193207.p03,3,3,2,4,4,2,1, ,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193198,193198.p01,1,8,1,1,4,6,1,193198.v01,,1,0,0,1,18,6,5, , ,2,1,0,0,0,0,0,0, 
193202,193202.p01,1,8,1,4,4,7,1,193202.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193205,193205.p02,2,1,2,5,4,3,1,193205.v01,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193198,193198.p02,2,1,1,1,4,6,1,193198.v02,,1,0,0,2,1,25,5, , ,2,0,0,0,0,1,0,0, 
193201,193201.p01,1,8,2,2,4,8,1,193201.v01,,1,0,0,1,1,5,3, , ,2,0,0,0,0,1,0,0, 
193215,193215.p03,3,2,2,2,1,2,1,193215.v04,,1,0,0,1,1,2,3,1,1,2,0,0,0,0,1,0,0, 
193215,193215.p04,4,2,1,2,4,2,1,193215.v02,,1,0,0,1,1,2,5, , ,2,0,0,0,0,1,0,0, 
193204,193204.p01,1,8,2,4,4,6,1,193204.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193212,193212.p02,2,2,1,4,4,4,1, ,,4,10,0, , , , , , ,2,0,0,0,0,1,0,0, 
193229,193229.p01,1,8,1,1,4,4,1,193229.v01,,1,0,0,1,1,35,5, , ,2,0,0,0,0,1,0,0, 
193206,193206.p01,1,8,2,4,4,4,1,193206.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193272,193272.p01,1,8,2,2,4,5,1,193272.v01,,1,0,0,1,18,14,5, , ,2,0,0,0,1,1,0,0, 
193208,193208.p02,2,1,1,5,4,6,1,193208.v03,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193229,193229.p02,2,1,2,1,4,4,1,193229.v03,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193208,193208.p03,3,3,2,4,4,6,1,193208.v02,,2,0,0, , , , , , ,1,0,0,0,0,1,0,0, 
193206,193206.p02,2,1,1,4,4,8,1,193206.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193272,193272.p02,2,2,1,4,4,2,1,193272.v01,,2,0,0, , , , , , ,2,0,0,0,1,1,0,0, 
193272,193272.p03,3,2,1,4,4,1,2, ,, ,0,0, , , , , , ,2,0,0,0,1,1,0,0, 
193212,193212.p03,3,2,1,4,1,4,1, ,,4,10,0, , , , ,7,12,2,0,1,0,0,0,0,0, 
193232,193232.p01,1,8,2,2,4,4,1,193232.v02,,1,0,0,1,1,13,3, , ,2,1,0,0,0,1,0,0, 
193220,193220.p02,2,3,1,4,4,6,1, ,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193229,193229.p04,4,2,2,2,1,4,1,193229.v04,,1,0,0,1,1,4,3,1,10,2,0,0,0,0,1,0,0, 
193221,193221.p02,2,2,3,4,1,2,1,193221.v02,,1,0,0, , , , ,4,0,2,0,0,0,0,1,0,0, 
193223,193223.p01,1,8,2,4,4,5,1,193223.v01,,2,2,0, , , , , , ,1,0,0,0,1,0,0,0, 
193223,193223.p03,3,2,1,1,4,4,1,193223.v01,,1,0,0,1,1,25,5, , ,1,1,0,0,0,0,0,0, 
193225,193225.p01,1,8,1,1,4,3,1,193225.v01,,1,0,0,1,1,1,6, , ,2,0,0,0,0,1,0,0, 
193226,193226.p02,2,1,2,4,4,6,1,193226.v01,,2,0,0, , , , , , ,3,0,0,0,0,0,0,1, 
193224,193224.p01,1,8,2,2,4,4,1,193224.v01,,1,0,0,1,1,6,7, , ,2,1,0,0,0,0,0,0, 
193231,193231.p01,1,8,2,4,4,8,1,193231.v02,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193230,193230.p02,2,1,1,4,4,8,1,193230.v02,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193233,193233.p01,1,8,2,1,4,8,1,193233.v01,,1,0,0,1,1,12,5, , ,2,0,0,0,0,1,0,0, 
193239,193239.p02,2,2,1,2,1,4,1,193239.v02,,1,0,0,1,1,2,3,1,3,1,0,0,0,0,1,0,0, 
193234,193234.p01,1,8,2,5,4,3,1,193234.v01,,1,0,0,4, , , , , ,2,0,0,0,0,1,0,0, 
193238,193238.p01,1,8,1,1,4,4,1,193238.v01,,1,3,1,1,1,18,5, , ,2,0,0,0,0,1,0,0, 
193257,193257.p01,1,8,1,2,4,4,1,193257.v01,,2,4,0,1,3,18,4, , ,2,0,0,0,0,1,0,0, 
193257,193257.p02,2,3,2,4,4,4,1,193257.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193250,193250.p01,1,8,1,4,4,2,1,193250.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193249,193249.p03,3,2,2,4,4,5,2, ,, ,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193249,193249.p04,4,2,2,4,4,5,2, ,, ,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193253,193253.p01,1,8,2,1,4,8,1,193253.v01,,1,0,0,1,1,5,5, , ,2,0,0,0,0,1,0,0, 
193246,193246.p02,2,1,2,1,4,5,1, ,,1,0,0,1,1,5,5, , ,3,0,0,0,0,0,0,1, 
193253,193253.p03,3,3,2,4,4,6,1,193253.v03,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193251,193251.p01,1,8,2,4,4,8,1,193251.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193255,193255.p02,2,1,1,4,4,4,1,193255.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193254,193254.p03,3,3,2,1,4,5,1, ,,3,0,0,1,2,15,5, , ,2,0,0,1,0,0,0,0, 
193254,193254.p04,4,3,1,4,4,4,1, ,,3,0,0, , , , , , ,2,0,0,1,0,0,0,0, 
193263,193263.p01,1,8,2,5,4,8,1,193263.v01,,2,7,0,3, , , , , ,2,0,0,0,0,0,0,1, 
193260,193260.p02,2,1,1,4,4,4,1,193260.v01,,2,0,0, , , , , , ,1,0,0,0,0,1,0,0, 
193260,193260.p03,3,2,1,2,4,4,2, ,, ,3,1,1,2,6,3, , ,1,0,0,0,0,1,0,0, 
193261,193261.p01,1,8,1,4,4,8,1,193261.v02,,1,0,0, , , , , , ,2,0,0,0,0,0,1,0,asianindian
193261,193261.p02,2,1,2,4,4,5,1,193261.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193266,193266.p01,1,8,2,4,4,6,1,193266.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193266,193266.p02,2,1,1,4,4,6,1,193266.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193268,193268.p01,1,8,2,4,4,6,1,193268.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193267,193267.p01,1,8,2,4,4,6,1,193267.v01,,2,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193269,193269.p02,2,2,1,5,1,5,1,193269.v02,,1,0,1,2,1,14,1,1,8,2,0,0,0,0,1,0,0, 
193277,193277.p01,1,8,1,4,4,8,1,193277.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193277,193277.p02,2,1,1,4,4,8,1,193277.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193262,193262.p02,2,6,2,2,1,2,1, ,,2,1,1,1,1,5,4,1,3,2,0,1,0,0,0,0,0, 
193270,193270.p01,1,8,1,4,4,4,1,193270.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193271,193271.p01,1,8,1,1,4,6,1,193271.v01,,1,0,1,1,1,8,5, , ,2,0,1,0,0,1,0,0, 
193274,193274.p02,2,1,2,4,4,6,1,193274.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193275,193275.p01,1,8,1,1,4,7,1,193275.v01,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193275,193275.p02,2,1,2,4,4,6,1,193275.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193273,193273.p01,1,8,2,1,4,5,1,193273.v01,,1,0,0,1,18,6,5, , ,2,0,0,0,0,1,0,0, 
193275,193275.p03,3,2,1,2,4,2,2, ,, ,0,0,1,5,2,4, , ,2,0,0,0,0,1,0,0, 
193273,193273.p02,2,2,1,1,4,2,1, ,,4,0,0,1,3,12,5, , ,2,0,0,0,0,1,0,0, 
193276,193276.p01,1,8,2,1,4,8,1,193276.v02,,1,0,0,2,1,10,7, , ,1,0,0,0,0,1,0,0, 
193273,193273.p03,3,2,2,4,1,2,2, ,, ,5,0, , , , ,7,15,2,0,0,0,0,1,0,0, 
193276,193276.p02,2,2,2,4,4,2,1, ,,4,0,0, , , , , , ,1,0,0,0,0,1,0,0, 
193283,193283.p02,2,1,1,4,4,6,1,193283.v03,,1,25,0, , , , , , ,2,0,0,0,0,1,0,0, 
193280,193280.p02,2,1,2,1,4,8,1, ,,3,10,0,1,8,35,5, , ,2,0,1,0,0,0,0,0, 
193279,193279.p01,1,8,1,1,4,6,1,193279.v01,,1,5,0,1,1,9,5, , ,2,0,0,0,0,1,0,0, 
193287,193287.p01,1,8,1,4,4,6,1,193287.v02,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193279,193279.p02,2,1,2,1,4,6,1, ,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
